rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
kfni, 2025-11-15T19:04:57Z, 215, 29, 13, 11, 5, 20, 9, 42, 20, 113, 53
s3qa, 2025-11-19T19:09:47Z, 6327, 464, 7, 219, 3, 550, 9, 1100, 17, 3994, 63
t547, 2025-11-12T19:14:10Z, 706, 69, 10, 29, 4, 77, 11, 124, 18, 407, 58
s2om, 2025-11-16T19:13:15Z, 635, 73, 12, 41, 6, 73, 12, 135, 21, 313, 49
s7hw, 2025-11-19T19:13:03Z, 3993, 253, 6, 138, 3, 344, 9, 809, 20, 2449, 61
fvjp, 2025-11-12T19:05:11Z, 130, 22, 17, 12, 9, 20, 15, 29, 22, 47, 36
v83g, 2025-11-03T19:18:16Z, 186, 19, 10, 6, 3, 9, 5, 32, 17, 120, 65
k5te, 2025-11-19T19:05:48Z, 751, 278, 37, 59, 8, 85, 11, 72, 10, 257, 34
wols, 2025-11-11T19:18:23Z, 488, 19, 4, 15, 3, 41, 8, 63, 13, 350, 72
s8ev, 2025-11-01T19:53:25Z, 2971, 210, 7, 90, 3, 236, 8, 539, 18, 1896, 64
ecdn, 2025-11-01T19:11:16Z, 208, 37, 18, 21, 10, 25, 12, 38, 18, 87, 42
btyr, 2025-11-19T19:02:22Z, 77, 9, 12, 7, 9, 9, 12, 10, 13, 42, 55
nc8g, 2025-11-19T19:07:48Z, 514, 57, 11, 29, 6, 58, 11, 82, 16, 288, 56
d3o8, 2025-11-15T19:02:04Z, 444, 139, 31, 52, 12, 43, 10, 67, 15, 143, 32
s3qh, 2025-11-18T19:09:00Z, 1807, 146, 8, 82, 5, 178, 10, 364, 20, 1037, 57
ipop, 2025-11-01T19:24:05Z, 10, 3, 30, 0, 0, 0, 0, 2, 20, 5, 50
u9ow, 2025-11-13T19:16:37Z, 1269, 111, 9, 47, 4, 119, 9, 174, 14, 818, 64
s5vb, 2025-11-19T19:10:25Z, 6253, 484, 8, 280, 4, 702, 11, 1277, 20, 3510, 56
s5gr, 2025-11-18T19:13:54Z, 857, 68, 8, 26, 3, 75, 9, 163, 19, 525, 61
f4tf, 2025-11-14T19:01:45Z, 667, 97, 15, 27, 4, 72, 11, 109, 16, 362, 54
foia, 2025-11-01T19:14:08Z, 1673, 95, 6, 74, 4, 168, 10, 330, 20, 1006, 60
s2dj, 2025-11-19T19:08:31Z, 4474, 369, 8, 205, 5, 441, 10, 839, 19, 2620, 59
d9jk, 2025-11-01T19:08:26Z, 35, 6, 17, 3, 9, 7, 20, 6, 17, 13, 37
t8xa, 2025-11-01T19:51:25Z, 475, 60, 13, 37, 8, 55, 12, 67, 14, 256, 54
hdr3, 2025-11-19T19:03:45Z, 39, 9, 23, 3, 8, 6, 15, 3, 8, 18, 46
x2t4, None, 0, TypeError('cannot unpack non-iterable NoneType object')
eq10, 2025-11-01T19:11:08Z, 2258, 217, 10, 82, 4, 188, 8, 378, 17, 1393, 62
ucb4, 2025-11-19T19:14:43Z, 3041, 288, 9, 130, 4, 238, 8, 540, 18, 1845, 61
yufs, 2025-11-18T19:17:09Z, 1814, 134, 7, 58, 3, 162, 9, 277, 15, 1183, 65
injz, 2025-11-01T19:20:25Z, 59, 7, 12, 3, 5, 3, 5, 15, 25, 31, 53
styd, 2025-11-18T19:14:33Z, 748, 267, 36, 45, 6, 90, 12, 84, 11, 262, 35
oksi, 2025-11-19T19:08:39Z, 3229, 449, 14, 166, 5, 298, 9, 522, 16, 1794, 56
nij5, 2025-11-12T19:11:25Z, 20, 4, 20, 2, 10, 2, 10, 1, 5, 11, 55
pm5l, 2025-11-19T19:09:04Z, 709, 121, 17, 40, 6, 88, 12, 110, 16, 350, 49
s3ny, 2025-11-13T19:12:14Z, 1438, 125, 9, 45, 3, 109, 8, 188, 13, 971, 68
t5h7, 2025-11-01T19:51:18Z, 141, 20, 14, 7, 5, 26, 18, 20, 14, 68, 48
f7ht, 2025-11-19T19:01:43Z, 5496, 790, 14, 310, 6, 679, 12, 1150, 21, 2567, 47
otkz, 2025-11-19T19:09:04Z, 2302, 139, 6, 84, 4, 209, 9, 447, 19, 1423, 62
reaq, 2025-11-01T19:51:14Z, 237, 44, 19, 8, 3, 40, 17, 45, 19, 100, 42
u9uk, 2025-11-19T19:16:32Z, 2692, 244, 9, 104, 4, 280, 10, 597, 22, 1467, 54
vdrs, 2025-11-01T20:03:43Z, 91, 9, 10, 5, 5, 11, 12, 15, 16, 51, 56
aus6, 2025-11-19T19:00:13Z, 1788, 133, 7, 83, 5, 175, 10, 343, 19, 1054, 59
yegr, 2025-11-01T20:14:53Z, 113, 20, 18, 2, 2, 12, 11, 14, 12, 65, 58
s5gh, 2025-11-06T19:12:39Z, 3321, 733, 22, 251, 8, 487, 15, 621, 19, 1229, 37
t5rz, 2025-11-19T19:13:24Z, 16391, 978, 6, 480, 3, 1279, 8, 3078, 19, 10576, 65
uj76, 2025-11-18T19:16:24Z, 641, 71, 11, 32, 5, 97, 15, 125, 20, 316, 49
wld1, 2025-11-01T20:03:21Z, 321, 47, 15, 19, 6, 40, 12, 58, 18, 157, 49
jx0o, 2025-11-10T19:06:04Z, 64, 15, 23, 5, 8, 6, 9, 6, 9, 32, 50
hpso, 2025-11-19T19:05:56Z, 1688, 259, 15, 93, 6, 190, 11, 248, 15, 898, 53
n2qt, 2025-11-19T19:06:55Z, 694, 51, 7, 36, 5, 67, 10, 103, 15, 437, 63
