rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
t5dw, 2024-12-30T19:13:24Z, 3807, 485, 13, 211, 6, 469, 12, 776, 20, 1866, 49
s9ed, 2024-12-30T19:12:41Z, 19764, 2175, 11, 948, 5, 1985, 10, 3762, 19, 10894, 55
c9m0, 2024-12-30T19:02:13Z, 2360, 822, 35, 236, 10, 311, 13, 309, 13, 682, 29
hl01, 2024-12-17T19:04:01Z, 39, 3, 8, 7, 18, 7, 18, 7, 18, 15, 38
zhbi, 2024-12-12T19:19:48Z, 132, 53, 40, 12, 9, 19, 14, 12, 9, 36, 27
t5xx, 2024-12-30T19:17:59Z, 2619, 430, 16, 169, 6, 347, 13, 493, 19, 1180, 45
r26z, 2024-12-30T19:11:52Z, 466, 178, 38, 31, 7, 56, 12, 53, 11, 148, 32
wols, 2024-12-19T19:25:20Z, 425, 13, 3, 14, 3, 35, 8, 57, 13, 306, 72
tknf, 2024-12-30T19:18:51Z, 15, 4, 27, 0, 0, 3, 20, 1, 7, 7, 47
b6i9, 2024-12-30T19:00:55Z, 120, 12, 10, 5, 4, 5, 4, 18, 15, 80, 67
upge, 2024-12-30T19:23:51Z, 15, 5, 33, 3, 20, 1, 7, 1, 7, 5, 33
pgpv, 2024-12-25T19:05:59Z, 70, 12, 17, 7, 10, 9, 13, 11, 16, 31, 44
pw9e, 2024-12-30T19:11:52Z, 414, 31, 7, 6, 1, 35, 8, 70, 17, 272, 66
pny2, 2024-12-25T19:06:11Z, 60, 3, 5, 0, 0, 2, 3, 8, 13, 47, 78
o3ss, 2024-12-30T19:08:15Z, 426, 41, 10, 19, 4, 31, 7, 64, 15, 271, 64
ig7k, 2024-12-22T19:03:44Z, 10, 2, 20, 1, 10, 3, 30, 2, 20, 2, 20
skhi, 2024-12-30T19:11:49Z, 214, 38, 18, 21, 10, 30, 14, 33, 15, 92, 43
rjbp, 2024-12-05T19:18:27Z, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
bcjg, 2024-12-01T19:05:04Z, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 100
x3wx, 2024-12-29T19:20:50Z, 430, 97, 23, 40, 9, 54, 13, 75, 17, 164, 38
rbiy, 2024-12-30T19:07:45Z, 5025, 535, 11, 243, 5, 552, 11, 1116, 22, 2579, 51
s7kn, 2024-12-28T19:15:52Z, 2141, 159, 7, 87, 4, 206, 10, 440, 21, 1249, 58
o75t, 2024-12-29T19:08:24Z, 33, 1, 3, 4, 12, 2, 6, 3, 9, 23, 70
s6ua, 2024-12-30T19:14:43Z, 5774, 425, 7, 209, 4, 472, 8, 1052, 18, 3616, 63
u8xl, 2024-12-30T19:22:36Z, 1797, 253, 14, 100, 6, 223, 12, 415, 23, 806, 45
s2xc, 2024-12-30T19:14:23Z, 2253, 155, 7, 73, 3, 202, 9, 438, 19, 1385, 61
x3l0, 2024-12-30T19:23:19Z, 39, 5, 13, 4, 10, 5, 13, 4, 10, 21, 54
s3et, 2024-12-30T19:13:11Z, 1605, 236, 15, 96, 6, 189, 12, 283, 18, 801, 50
otkz, 2024-12-28T19:06:11Z, 1852, 103, 6, 65, 4, 158, 9, 369, 20, 1157, 62
l835, 2024-12-30T19:04:18Z, 603, 36, 6, 20, 3, 53, 9, 78, 13, 416, 69
suds, 2024-12-19T19:13:59Z, 798, 50, 6, 46, 6, 101, 13, 214, 27, 387, 49
s4ip, 2024-12-23T19:12:31Z, 636, 22, 3, 28, 4, 53, 8, 123, 19, 410, 64
vc3r, 2024-12-30T19:19:34Z, 854, 99, 12, 50, 6, 146, 17, 226, 26, 333, 39
ujq1, 2024-12-23T19:22:09Z, 150, 61, 41, 12, 8, 19, 13, 28, 19, 30, 20
x8em, 2024-12-30T19:23:30Z, 7911, 866, 11, 378, 5, 869, 11, 1542, 19, 4256, 54
s1og, 2024-12-25T19:08:32Z, 775, 131, 17, 44, 6, 90, 12, 154, 20, 356, 46
xgcz, 2024-12-30T19:22:02Z, 1419, 109, 8, 57, 4, 134, 9, 267, 19, 852, 60
l88b, 2024-12-30T19:05:58Z, 1989, 225, 11, 128, 6, 168, 8, 345, 17, 1123, 56
k5du, 2024-12-26T19:05:30Z, 942, 144, 15, 69, 7, 110, 12, 176, 19, 443, 47
h0ow, 2024-12-30T19:03:42Z, 140, 14, 10, 5, 4, 10, 7, 23, 16, 88, 63
bccp, 2024-12-30T19:01:03Z, 2168, 159, 7, 106, 5, 239, 11, 464, 21, 1200, 55
f4tf, 2024-12-30T19:02:29Z, 594, 86, 14, 25, 4, 66, 11, 94, 16, 323, 54
a2ni, 2024-12-30T19:01:06Z, 40, 4, 10, 1, 3, 4, 10, 3, 8, 28, 70
t7lv, 2024-12-30T19:16:15Z, 2725, 482, 18, 171, 6, 433, 16, 538, 20, 1101, 40
mj26, 2024-12-22T19:08:09Z, 59, 21, 36, 6, 10, 9, 15, 7, 12, 16, 27
cst3, 2024-12-30T19:00:53Z, 1799, 191, 11, 102, 6, 221, 12, 386, 21, 899, 50
k0lc, 2024-12-30T19:05:32Z, 156, 37, 24, 15, 10, 20, 13, 26, 17, 58, 37
zen3, 2024-12-30T19:24:24Z, 236, 29, 12, 15, 6, 39, 17, 52, 22, 101, 43
u5sa, 2024-12-30T19:22:32Z, 3103, 650, 21, 222, 7, 391, 13, 562, 18, 1278, 41
uj76, 2024-12-30T19:23:01Z, 441, 37, 8, 24, 5, 64, 15, 84, 19, 232, 53
