rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
pw9e, 2025-11-05T19:07:36Z, 1079, 65, 6, 23, 2, 85, 8, 197, 18, 709, 66
zen3, 2025-11-01T20:18:13Z, 346, 46, 13, 20, 6, 57, 16, 73, 21, 150, 43
s7hw, 2025-11-05T19:11:16Z, 3975, 252, 6, 138, 3, 342, 9, 809, 20, 2434, 61
t1ez, 2025-11-05T19:12:10Z, 1851, 453, 24, 111, 6, 241, 13, 300, 16, 746, 40
nmgs, 2025-11-01T19:29:50Z, 516, 121, 23, 58, 11, 64, 12, 65, 13, 208, 40
mkb6, 2025-11-05T19:07:29Z, 1669, 244, 15, 118, 7, 235, 14, 365, 22, 707, 42
xw7b, 2025-11-05T19:17:47Z, 26, 3, 12, 0, 0, 2, 8, 5, 19, 16, 62
s7jm, 2025-11-03T19:09:55Z, 818, 149, 18, 54, 7, 121, 15, 155, 19, 339, 41
s2zn, 2025-11-05T19:10:49Z, 20816, 1160, 6, 612, 3, 1630, 8, 4010, 19, 13404, 64
tk6d, 2025-11-01T20:06:58Z, 50, 13, 26, 2, 4, 4, 8, 7, 14, 24, 48
s4lt, 2025-11-05T19:10:47Z, 5062, 411, 8, 242, 5, 532, 11, 1020, 20, 2857, 56
i1kn, 2025-11-01T19:24:00Z, 4, 1, 25, 0, 0, 0, 0, 0, 0, 3, 75
z30a, 2025-11-01T20:17:16Z, 147, 21, 14, 7, 5, 20, 14, 25, 17, 74, 50
d5bl, 2025-11-05T19:01:50Z, 1099, 177, 16, 60, 5, 135, 12, 197, 18, 530, 48
k22m, 2025-11-05T19:03:51Z, 7638, 746, 10, 314, 4, 690, 9, 1297, 17, 4591, 60
u0ni, 2025-11-01T19:53:12Z, 558, 63, 11, 31, 6, 63, 11, 95, 17, 306, 55
u2ky, 2025-11-05T19:16:57Z, 6663, 318, 5, 118, 2, 300, 5, 879, 13, 5048, 76
x3aw, 2025-11-01T20:04:37Z, 159, 25, 16, 18, 11, 31, 20, 25, 16, 60, 38
qk62, 2025-11-01T19:38:09Z, 223, 56, 25, 15, 7, 28, 13, 33, 15, 91, 41
rfjk, 2025-11-04T19:08:33Z, 216, 26, 12, 16, 7, 16, 7, 43, 20, 115, 53
iw9k, 2025-11-01T19:21:06Z, 1416, 315, 22, 97, 7, 240, 17, 299, 21, 465, 33
s2ll, 2025-11-05T19:11:03Z, 4805, 349, 7, 155, 3, 332, 7, 778, 16, 3191, 66
eo3p, 2025-11-05T19:03:02Z, 688, 201, 29, 59, 9, 85, 12, 98, 14, 245, 36
l3s6, 2025-11-01T19:31:23Z, 151, 37, 25, 12, 8, 18, 12, 20, 13, 64, 42
posn, 2025-11-01T19:33:57Z, 6, 0, 0, 1, 17, 0, 0, 0, 0, 5, 83
ra54, 2025-11-05T19:09:53Z, 2320, 137, 6, 85, 4, 191, 8, 411, 18, 1496, 64
ecdn, 2025-11-01T19:11:16Z, 208, 37, 18, 21, 10, 25, 12, 38, 18, 87, 42
d9jk, 2025-11-01T19:08:26Z, 35, 6, 17, 3, 9, 7, 20, 6, 17, 13, 37
bwtk, 2025-11-05T19:00:37Z, 1719, 147, 9, 82, 5, 166, 10, 302, 18, 1022, 59
xqmm, 2025-11-05T19:17:32Z, 326, 69, 21, 15, 5, 36, 11, 55, 17, 151, 46
vvfr, 2025-11-01T20:01:16Z, 1137, 365, 32, 82, 7, 154, 14, 187, 16, 349, 31
lh6q, 2025-11-05T19:06:06Z, 619, 42, 7, 23, 4, 56, 9, 88, 14, 410, 66
f80g, 2025-11-01T19:10:41Z, 124, 11, 9, 8, 6, 11, 9, 17, 14, 77, 62
acn9, 2025-11-01T19:02:42Z, 581, 51, 9, 31, 5, 58, 10, 92, 16, 349, 60
wuxi, 2025-11-01T20:16:21Z, 39, 6, 15, 2, 5, 4, 10, 5, 13, 22, 56
c4vv, 2025-11-01T19:04:52Z, 6850, 645, 9, 323, 5, 708, 10, 1387, 20, 3787, 55
c9m0, 2025-11-05T19:00:38Z, 2556, 915, 36, 252, 10, 326, 13, 322, 13, 741, 29
nij5, 2025-11-01T19:38:39Z, 19, 3, 16, 2, 11, 2, 11, 1, 5, 11, 58
ds8t, 2025-11-05T19:02:00Z, 2352, 208, 9, 88, 4, 200, 9, 360, 15, 1496, 64
zy4g, 2025-11-05T19:18:39Z, 211, 12, 6, 3, 1, 19, 9, 37, 18, 140, 66
p945, 2025-11-01T19:42:12Z, 188, 20, 11, 8, 4, 13, 7, 37, 20, 110, 59
oy5p, 2025-11-05T19:08:51Z, 962, 105, 11, 43, 4, 104, 11, 181, 19, 529, 55
jx0o, 2025-11-04T19:04:38Z, 62, 14, 23, 5, 8, 6, 10, 6, 10, 31, 50
d9xl, 2025-11-05T19:02:24Z, 1591, 196, 12, 68, 4, 130, 8, 253, 16, 944, 59
s0wa, 2025-11-01T19:43:29Z, 1449, 73, 5, 25, 2, 77, 5, 183, 13, 1091, 75
sj6j, 2025-11-01T19:46:58Z, 76, 10, 13, 2, 3, 7, 9, 14, 18, 43, 57
s5vb, 2025-11-05T19:11:02Z, 6228, 483, 8, 277, 4, 700, 11, 1273, 20, 3495, 56
m371, 2025-11-05T19:06:06Z, 276, 81, 29, 22, 8, 30, 11, 27, 10, 116, 42
t2zt, 2025-11-01T19:50:25Z, 570, 102, 18, 39, 7, 77, 14, 86, 15, 266, 47
gune, 2025-11-05T19:03:35Z, 1035, 151, 15, 65, 6, 119, 12, 179, 17, 521, 50
