rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
jc93, 2025-08-01T19:19:02Z, 56, 3, 5, 6, 11, 9, 16, 5, 9, 33, 59
s5cj, 2025-08-07T19:11:19Z, 41218, 3017, 7, 1466, 4, 3746, 9, 8549, 21, 24440, 59
s2an, 2025-08-01T19:38:53Z, 733, 64, 9, 28, 4, 66, 9, 128, 17, 447, 61
u0fu, 2025-08-07T19:13:14Z, 1208, 126, 10, 62, 5, 123, 10, 257, 21, 640, 53
sj6j, 2025-08-07T19:11:53Z, 63, 9, 14, 1, 2, 6, 10, 11, 17, 36, 57
s7kn, 2025-08-07T19:12:58Z, 2359, 173, 7, 90, 4, 214, 9, 481, 20, 1401, 59
la44, 2025-08-07T19:08:02Z, 1710, 164, 10, 84, 5, 170, 10, 245, 14, 1047, 61
t1bc, 2025-08-07T19:08:56Z, 8633, 744, 9, 299, 3, 675, 8, 1511, 18, 5404, 63
s5gh, 2025-08-07T19:09:55Z, 3281, 716, 22, 247, 8, 485, 15, 615, 19, 1218, 37
u2rc, 2025-08-03T19:12:33Z, 978, 118, 12, 55, 6, 99, 10, 158, 16, 548, 56
eo3p, 2025-08-07T19:03:35Z, 667, 194, 29, 56, 8, 82, 12, 96, 14, 239, 36
s7yw, 2025-08-06T19:11:12Z, 102, 7, 7, 6, 6, 9, 9, 16, 16, 64, 63
u4zo, 2025-08-07T19:12:21Z, 1538, 125, 8, 53, 3, 139, 9, 269, 17, 952, 62
hubq, 2025-08-07T19:03:51Z, 116, 30, 26, 12, 10, 20, 17, 12, 10, 42, 36
ujq1, 2025-08-07T19:17:21Z, 214, 84, 39, 17, 8, 24, 11, 32, 15, 57, 27
eph0, 2025-08-01T19:12:38Z, 159, 9, 6, 10, 6, 22, 14, 26, 16, 92, 58
mm4y, 2025-08-07T19:05:04Z, 2517, 426, 17, 154, 6, 277, 11, 354, 14, 1306, 52
v83g, 2025-08-05T19:15:17Z, 172, 17, 10, 6, 3, 8, 5, 26, 15, 115, 67
mdea, 2025-08-06T19:06:43Z, 3628, 431, 12, 214, 6, 443, 12, 686, 19, 1854, 51
x3aw, 2025-08-01T20:08:36Z, 159, 25, 16, 18, 11, 31, 20, 25, 16, 60, 38
ejzc, 2025-08-07T19:02:13Z, 406, 56, 14, 18, 4, 56, 14, 85, 21, 191, 47
v7iw, 2025-08-01T19:52:39Z, 167, 11, 7, 9, 5, 7, 4, 23, 14, 117, 70
f4tf, 2025-08-07T19:01:45Z, 640, 93, 15, 27, 4, 68, 11, 102, 16, 350, 55
uzzh, 2025-08-01T19:52:26Z, 828, 210, 25, 64, 8, 135, 16, 136, 16, 283, 34
p66p, 2025-08-07T19:10:22Z, 7375, 449, 6, 185, 3, 465, 6, 1065, 14, 5211, 71
b41r, 2025-08-07T19:01:10Z, 5703, 310, 5, 159, 3, 340, 6, 759, 13, 4135, 73
upge, 2025-08-01T20:05:15Z, 31, 10, 32, 5, 16, 1, 3, 2, 6, 13, 42
a378, 2025-08-01T19:00:23Z, 568, 183, 32, 54, 10, 58, 10, 76, 13, 197, 35
kwzq, 2025-08-07T19:08:02Z, 510, 53, 10, 31, 6, 73, 14, 81, 16, 272, 53
w1v1, 2025-08-07T19:15:28Z, 334, 20, 6, 3, 1, 22, 7, 43, 13, 246, 74
n2qc, 2025-08-07T19:09:24Z, 1210, 125, 10, 51, 4, 108, 9, 224, 19, 702, 58
ba49, 2025-08-01T19:05:30Z, 4, 0, 0, 1, 25, 0, 0, 0, 0, 3, 75
ps7w, 2025-08-07T19:08:10Z, 4495, 164, 4, 109, 2, 304, 7, 649, 14, 3269, 73
ucb4, 2025-08-07T19:13:30Z, 2760, 262, 9, 120, 4, 218, 8, 494, 18, 1666, 60
gn0j, 2025-08-06T19:03:05Z, 107, 13, 12, 3, 3, 12, 11, 11, 10, 68, 64
x8xi, 2025-08-07T19:15:06Z, 1200, 103, 9, 57, 5, 151, 13, 253, 21, 636, 53
rjbp, 2025-08-01T19:34:30Z, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
qo3m, 2025-08-01T19:33:07Z, 315, 15, 5, 10, 3, 18, 6, 50, 16, 222, 70
y925, 2025-08-07T19:18:03Z, 2672, 183, 7, 108, 4, 255, 10, 477, 18, 1649, 62
fzqa, 2025-08-01T19:13:31Z, 104, 16, 15, 2, 2, 14, 13, 18, 17, 54, 52
y33d, 2025-08-03T19:13:59Z, 58, 7, 12, 7, 12, 4, 7, 9, 16, 31, 53
st1p, 2025-08-07T19:08:56Z, 3450, 561, 16, 234, 7, 428, 12, 626, 18, 1601, 46
s7zv, 2025-08-07T19:12:31Z, 7806, 1103, 14, 505, 6, 955, 12, 1634, 21, 3609, 46
u2ky, 2025-08-07T19:12:23Z, 6478, 305, 5, 113, 2, 294, 5, 853, 13, 4913, 76
u0mi, 2025-08-02T19:12:25Z, 901, 72, 8, 35, 4, 67, 7, 128, 14, 599, 66
ln0c, 2025-08-01T19:27:21Z, 7, 4, 57, 0, 0, 0, 0, 1, 14, 2, 29
jx0o, 2025-08-01T19:19:26Z, 42, 8, 19, 4, 10, 4, 10, 5, 12, 21, 50
u6jz, 2025-08-07T19:12:03Z, 924, 93, 10, 38, 4, 102, 11, 165, 18, 526, 57
kdop, 2025-08-07T19:07:48Z, 1088, 124, 11, 61, 6, 101, 9, 188, 17, 614, 56
e5sg, 2025-08-07T19:03:27Z, 2963, 341, 12, 141, 5, 259, 9, 600, 20, 1622, 55
