rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
s685, 2025-08-12T19:13:00Z, 1110, 167, 15, 64, 6, 149, 13, 206, 19, 524, 47
p8xn, 2025-08-09T19:10:33Z, 663, 101, 15, 37, 6, 71, 11, 149, 22, 305, 46
s0wl, 2025-08-12T19:10:05Z, 13079, 1075, 8, 441, 3, 1047, 8, 2215, 17, 8301, 63
u0ni, 2025-08-07T19:16:28Z, 549, 62, 11, 30, 5, 61, 11, 94, 17, 302, 55
oksi, 2025-08-12T19:06:02Z, 2644, 366, 14, 144, 5, 238, 9, 438, 17, 1458, 55
r7h7, 2025-08-01T19:33:35Z, 42, 6, 14, 4, 10, 3, 7, 5, 12, 24, 57
wols, 2025-08-12T19:16:48Z, 478, 19, 4, 15, 3, 37, 8, 63, 13, 344, 72
ptbp, 2025-08-11T19:08:17Z, 415, 42, 10, 14, 3, 26, 6, 75, 18, 258, 62
h0ow, 2025-08-12T19:03:59Z, 567, 62, 11, 22, 4, 39, 7, 84, 15, 360, 63
u2qd, 2025-08-12T19:11:46Z, 4232, 317, 7, 166, 4, 293, 7, 735, 17, 2721, 64
n5aj, 2025-08-12T19:05:11Z, 79, 14, 18, 7, 9, 7, 9, 10, 13, 41, 52
u7ou, 2025-08-12T19:15:17Z, 4010, 548, 14, 208, 5, 439, 11, 779, 19, 2036, 51
s7hi, 2025-08-11T19:08:16Z, 1547, 136, 9, 67, 4, 152, 10, 321, 21, 871, 56
vc3r, 2025-08-12T19:15:17Z, 923, 115, 12, 56, 6, 154, 17, 235, 25, 363, 39
k0pm, 2025-08-12T19:05:01Z, 479, 147, 31, 39, 8, 48, 10, 63, 13, 182, 38
s2xc, 2025-08-12T19:11:44Z, 2614, 187, 7, 91, 3, 229, 9, 504, 19, 1603, 61
jhdc, 2025-08-12T19:04:35Z, 791, 71, 9, 27, 3, 68, 9, 106, 13, 519, 66
rfjk, 2025-08-11T19:09:11Z, 171, 21, 12, 12, 7, 10, 6, 31, 18, 97, 57
t7tu, 2025-08-01T19:45:32Z, 1907, 186, 10, 93, 5, 200, 10, 383, 20, 1045, 55
hxzu, 2025-08-12T19:04:11Z, 1413, 78, 6, 58, 4, 110, 8, 209, 15, 958, 68
zwpd, 2025-08-12T19:17:18Z, 1279, 179, 14, 64, 5, 154, 12, 269, 21, 613, 48
z1hj, 2025-08-12T19:17:02Z, 1461, 301, 21, 125, 9, 199, 14, 242, 17, 594, 41
s8lk, 2025-08-11T19:08:17Z, 7525, 2126, 28, 604, 8, 1019, 14, 1152, 15, 2624, 35
k0lc, 2025-08-12T19:04:16Z, 188, 50, 27, 19, 10, 24, 13, 27, 14, 68, 36
l8ae, 2025-08-01T19:23:14Z, 11, 4, 36, 2, 18, 0, 0, 2, 18, 3, 27
t7lv, 2025-08-12T19:10:52Z, 3120, 541, 17, 191, 6, 494, 16, 613, 20, 1281, 41
twyj, 2025-08-12T19:11:02Z, 1425, 160, 11, 60, 4, 144, 10, 307, 22, 754, 53
xx0k, 2025-08-12T19:17:00Z, 260, 61, 23, 28, 11, 24, 9, 25, 10, 122, 47
nsan, 2025-08-01T19:27:37Z, 1189, 86, 7, 39, 3, 76, 6, 189, 16, 799, 67
kwzq, 2025-08-10T19:07:12Z, 513, 53, 10, 31, 6, 73, 14, 81, 16, 275, 54
j7qe, 2025-08-01T19:19:40Z, 64, 11, 17, 4, 6, 5, 8, 12, 19, 32, 50
tk6d, 2025-08-09T19:13:05Z, 39, 8, 21, 2, 5, 4, 10, 5, 13, 20, 51
i1kn, 2025-08-01T19:15:24Z, 4, 1, 25, 0, 0, 0, 0, 0, 0, 3, 75
mbsh, 2025-08-09T19:05:29Z, 311, 47, 15, 17, 5, 41, 13, 58, 19, 148, 48
ndec, 2025-08-12T19:07:13Z, 1234, 169, 14, 62, 5, 152, 12, 220, 18, 631, 51
s7zi, 2025-08-11T19:07:50Z, 2476, 337, 14, 102, 4, 248, 10, 507, 20, 1282, 52
esde, 2025-08-01T19:07:41Z, 12, 1, 8, 0, 0, 0, 0, 4, 33, 7, 58
rqek, 2025-08-01T19:35:45Z, 102, 18, 18, 8, 8, 8, 8, 15, 15, 53, 52
r26z, 2025-08-12T19:08:01Z, 849, 321, 38, 57, 7, 107, 13, 89, 10, 275, 32
oy5p, 2025-08-12T19:08:39Z, 853, 93, 11, 41, 5, 90, 11, 160, 19, 469, 55
p945, 2025-08-01T19:35:15Z, 184, 18, 10, 8, 4, 13, 7, 37, 20, 108, 59
olci, 2025-08-09T19:10:04Z, 1390, 217, 16, 103, 7, 185, 13, 244, 18, 641, 46
u9uk, 2025-08-12T19:15:37Z, 2448, 224, 9, 89, 4, 261, 11, 551, 23, 1323, 54
k0fy, 2025-08-04T19:04:17Z, 304, 11, 4, 14, 5, 22, 7, 52, 17, 205, 67
xmxx, None, 0, TypeError('cannot unpack non-iterable NoneType object')
bccp, 2025-08-12T19:00:34Z, 2346, 179, 8, 113, 5, 254, 11, 499, 21, 1301, 55
yufs, 2025-08-10T19:18:10Z, 1744, 133, 8, 56, 3, 157, 9, 270, 15, 1128, 65
s6nh, 2025-08-11T19:10:28Z, 3426, 383, 11, 130, 4, 293, 9, 553, 16, 2067, 60
qbvn, 2025-08-07T19:09:53Z, 1045, 76, 7, 51, 5, 93, 9, 170, 16, 655, 63
aqc5, 2025-08-01T19:01:27Z, 3, 1, 33, 0, 0, 0, 0, 0, 0, 2, 67
