rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
ph2k, 2025-06-02T19:08:14Z, 253, 53, 21, 25, 10, 44, 17, 41, 16, 90, 36
y16s, 2025-06-03T19:15:57Z, 745, 52, 7, 28, 4, 53, 7, 111, 15, 501, 67
s2dj, 2025-06-03T19:11:44Z, 4177, 349, 8, 186, 4, 418, 10, 791, 19, 2433, 58
wphd, 2025-06-03T19:15:39Z, 136, 9, 7, 6, 4, 6, 4, 27, 20, 88, 65
s7zv, 2025-06-03T19:09:24Z, 7674, 1069, 14, 498, 6, 944, 12, 1618, 21, 3545, 46
vdrs, 2025-06-01T19:52:06Z, 78, 7, 9, 2, 3, 7, 9, 13, 17, 49, 63
oy0s, 2025-06-01T19:30:03Z, 268, 35, 13, 22, 8, 32, 12, 48, 18, 131, 49
y2dl, 2025-06-01T19:58:26Z, 4, 0, 0, 0, 0, 0, 0, 2, 50, 2, 50
styd, 2025-06-02T19:08:51Z, 550, 182, 33, 30, 5, 64, 12, 61, 11, 213, 39
u7ou, 2025-06-01T19:50:21Z, 3978, 541, 14, 208, 5, 433, 11, 774, 19, 2022, 51
hl01, 2025-06-01T19:19:18Z, 45, 5, 11, 8, 18, 9, 20, 8, 18, 15, 33
ptbp, 2025-06-01T19:26:21Z, 398, 36, 9, 13, 3, 25, 6, 72, 18, 252, 63
u3bd, 2025-06-03T19:13:27Z, 14064, 1324, 9, 567, 4, 1196, 9, 2462, 18, 8515, 61
s6fq, 2025-06-03T19:10:22Z, 547, 53, 10, 37, 7, 62, 11, 139, 25, 256, 47
s3qa, 2025-06-01T19:37:40Z, 6224, 448, 7, 213, 3, 535, 9, 1081, 17, 3947, 63
lmzn, 2025-06-01T19:25:50Z, 11, 0, 0, 0, 0, 1, 9, 1, 9, 9, 82
oh2h, 2025-06-01T19:28:57Z, 45, 9, 20, 5, 11, 5, 11, 11, 24, 15, 33
o75t, 2025-06-01T19:28:41Z, 74, 2, 3, 6, 8, 2, 3, 6, 8, 58, 78
zy4g, 2025-06-01T20:03:27Z, 110, 10, 9, 2, 2, 9, 8, 21, 19, 68, 62
acn9, 2025-06-03T19:00:12Z, 550, 48, 9, 29, 5, 51, 9, 90, 16, 332, 60
fzqa, 2025-06-01T19:10:49Z, 104, 16, 15, 2, 2, 14, 13, 18, 17, 54, 52
p7au, 2025-06-01T19:26:48Z, 510, 75, 15, 21, 4, 47, 9, 85, 17, 282, 55
lpag, 2025-06-01T19:25:42Z, 87, 20, 23, 9, 10, 15, 17, 16, 18, 27, 31
s9ed, 2025-06-03T19:09:19Z, 22019, 2462, 11, 1048, 5, 2187, 10, 4140, 19, 12182, 55
st1p, 2025-06-03T19:11:57Z, 3247, 521, 16, 217, 7, 406, 13, 589, 18, 1514, 47
u6jz, 2025-06-03T19:12:49Z, 880, 89, 10, 36, 4, 94, 11, 160, 18, 501, 57
wgm6, 2025-06-01T20:00:17Z, 37, 3, 8, 1, 3, 1, 3, 2, 5, 30, 81
s6ua, 2025-06-03T19:08:26Z, 6294, 475, 8, 222, 4, 509, 8, 1131, 18, 3957, 63
n2qt, 2025-06-03T19:08:10Z, 468, 40, 9, 27, 6, 41, 9, 66, 14, 294, 63
a2y0, None, 0, TypeError('cannot unpack non-iterable NoneType object')
uf3u, 2025-06-03T19:13:28Z, 669, 41, 6, 25, 4, 56, 8, 95, 14, 452, 68
pz5g, 2025-06-01T19:33:49Z, 48, 9, 19, 5, 10, 4, 8, 6, 13, 24, 50
uvpm, 2025-06-01T19:50:36Z, 78, 4, 5, 5, 6, 5, 6, 16, 21, 48, 62
s9it, 2025-06-03T19:10:20Z, 7777, 1064, 14, 417, 5, 898, 12, 1516, 19, 3882, 50
s7zi, 2025-06-03T19:09:49Z, 2430, 329, 14, 100, 4, 239, 10, 497, 20, 1265, 52
s8ev, 2025-06-01T19:45:32Z, 2971, 210, 7, 90, 3, 236, 8, 539, 18, 1896, 64
ho0l, 2025-06-03T19:04:16Z, 130, 8, 6, 7, 5, 12, 9, 27, 21, 76, 58
tx5y, 2025-06-01T19:47:23Z, 333, 30, 9, 17, 5, 37, 11, 72, 22, 177, 53
g3hv, 2025-06-01T19:10:49Z, 365, 104, 28, 28, 8, 56, 15, 53, 15, 124, 34
m92a, 2025-06-01T19:26:26Z, 569, 249, 44, 59, 10, 60, 11, 57, 10, 144, 25
m3hk, 2025-06-01T19:22:34Z, 5, 0, 0, 0, 0, 2, 40, 2, 40, 1, 20
u2qd, 2025-06-03T19:16:31Z, 4055, 305, 8, 156, 4, 282, 7, 717, 18, 2595, 64
jzby, 2025-06-01T19:19:29Z, 1, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0
a378, 2025-06-01T19:00:34Z, 568, 183, 32, 54, 10, 58, 10, 76, 13, 197, 35
th8d, 2025-06-01T19:43:47Z, 2, 0, 0, 0, 0, 0, 0, 1, 50, 1, 50
injz, 2025-06-01T19:15:47Z, 40, 5, 13, 1, 3, 3, 8, 9, 23, 22, 55
k22m, 2025-06-03T19:03:44Z, 7140, 682, 10, 292, 4, 647, 9, 1207, 17, 4312, 60
u2ft, 2025-06-01T19:54:32Z, 430, 52, 12, 21, 5, 46, 11, 80, 19, 231, 54
qk62, 2025-06-01T19:28:53Z, 191, 52, 27, 13, 7, 20, 10, 28, 15, 78, 41
s7yw, 2025-06-03T19:08:54Z, 83, 7, 8, 6, 7, 8, 10, 14, 17, 48, 58
