rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
cst3, 2026-01-16T19:00:57Z, 2182, 225, 10, 114, 5, 250, 11, 470, 22, 1123, 51
qmuh, 2026-01-01T19:42:53Z, 164, 45, 27, 12, 7, 20, 12, 25, 15, 62, 38
n6af, 2026-01-01T19:40:17Z, 455, 27, 6, 14, 3, 45, 10, 83, 18, 286, 63
xx0k, 2026-01-30T19:18:10Z, 483, 104, 22, 49, 10, 49, 10, 49, 10, 232, 48
rtxb, 2026-01-01T19:46:49Z, 187, 41, 22, 14, 7, 24, 13, 30, 16, 78, 42
hpso, 2026-01-30T19:03:41Z, 1903, 283, 15, 102, 5, 205, 11, 280, 15, 1033, 54
kwzq, 2026-01-28T19:07:57Z, 548, 57, 10, 33, 6, 74, 14, 88, 16, 296, 54
cxdq, 2026-01-30T19:03:21Z, 839, 160, 19, 62, 7, 97, 12, 122, 15, 398, 47
yy3d, 2026-01-22T19:16:33Z, 40, 10, 25, 4, 10, 4, 10, 11, 28, 11, 28
qjga, 2026-01-27T19:08:45Z, 1409, 94, 7, 37, 3, 135, 10, 280, 20, 863, 61
psty, 2026-01-30T19:09:17Z, 1341, 73, 5, 51, 4, 117, 9, 226, 17, 874, 65
w8cg, 2026-01-28T19:17:30Z, 1329, 435, 33, 136, 10, 162, 12, 180, 14, 416, 31
w1v1, 2026-01-22T19:15:57Z, 394, 21, 5, 3, 1, 26, 7, 51, 13, 293, 74
s7jm, 2026-01-30T19:12:18Z, 855, 162, 19, 58, 7, 123, 14, 158, 18, 354, 41
fvjp, 2026-01-01T19:15:42Z, 131, 22, 17, 12, 9, 21, 16, 29, 22, 47, 36
zly8, 2026-01-27T19:17:56Z, 86, 16, 19, 6, 7, 13, 15, 9, 10, 42, 49
dbll, 2026-01-25T19:01:26Z, 1188, 120, 10, 63, 5, 112, 9, 261, 22, 632, 53
mdea, 2026-01-30T19:09:26Z, 3912, 462, 12, 237, 6, 476, 12, 739, 19, 1998, 51
o75t, 2026-01-01T19:39:13Z, 90, 8, 9, 7, 8, 4, 4, 9, 10, 62, 69
ecdn, 2026-01-01T19:10:37Z, 208, 37, 18, 21, 10, 25, 12, 38, 18, 87, 42
d4t8, 2026-01-27T19:01:44Z, 70, 8, 11, 3, 4, 5, 7, 6, 9, 48, 69
ph2k, 2026-01-01T19:33:19Z, 285, 60, 21, 29, 10, 47, 16, 44, 15, 105, 37
k5te, 2026-01-29T19:04:15Z, 767, 283, 37, 59, 8, 85, 11, 73, 10, 267, 35
p66p, 2026-01-30T19:10:37Z, 8353, 509, 6, 214, 3, 515, 6, 1201, 14, 5914, 71
injz, 2026-01-23T19:05:43Z, 69, 7, 10, 5, 7, 3, 4, 16, 23, 38, 55
iqiv, 2026-01-01T19:20:19Z, 13, 4, 31, 1, 8, 1, 8, 0, 0, 7, 54
s4nw, 2026-01-29T19:13:04Z, 2607, 172, 7, 85, 3, 191, 7, 409, 16, 1750, 67
l835, 2026-01-29T19:05:04Z, 727, 43, 6, 24, 3, 60, 8, 103, 14, 497, 68
s6ua, 2026-01-30T19:12:52Z, 7182, 559, 8, 245, 3, 582, 8, 1263, 18, 4533, 63
z614, 2026-01-30T19:18:11Z, 4423, 436, 10, 170, 4, 368, 8, 817, 18, 2632, 60
e2vv, 2026-01-26T19:03:43Z, 363, 16, 4, 2, 1, 10, 3, 27, 7, 308, 85
aus6, 2026-01-29T19:00:14Z, 1886, 142, 8, 88, 5, 186, 10, 358, 19, 1112, 59
cqe6, 2026-01-01T19:08:17Z, 507, 162, 32, 58, 11, 49, 10, 41, 8, 197, 39
v2vg, 2026-01-01T20:06:35Z, 2045, 199, 10, 99, 5, 178, 9, 339, 17, 1230, 60
suyc, 2026-01-30T19:13:59Z, 1083, 180, 17, 90, 8, 138, 13, 196, 18, 479, 44
u2qd, 2026-01-30T19:10:35Z, 4749, 373, 8, 183, 4, 336, 7, 845, 18, 3012, 63
jhdc, 2026-01-28T19:05:44Z, 879, 75, 9, 29, 3, 82, 9, 122, 14, 571, 65
nrbc, 2026-01-01T19:37:39Z, 90, 12, 13, 7, 8, 14, 16, 16, 18, 41, 46
s9kh, 2026-01-01T19:56:17Z, 506, 40, 8, 19, 4, 55, 11, 79, 16, 313, 62
olci, 2026-01-24T19:06:31Z, 1473, 236, 16, 107, 7, 191, 13, 258, 18, 681, 46
v9l6, 2026-01-01T20:12:04Z, 29, 3, 10, 0, 0, 8, 28, 4, 14, 14, 48
cqb1, 2026-01-01T19:06:12Z, 43, 10, 23, 6, 14, 4, 9, 4, 9, 19, 44
t2zt, 2026-01-01T19:53:51Z, 570, 102, 18, 39, 7, 77, 14, 86, 15, 266, 47
ig7k, 2026-01-01T19:23:37Z, 13, 2, 15, 2, 15, 4, 31, 2, 15, 3, 23
luzf, 2026-01-01T19:30:43Z, 17, 6, 35, 1, 6, 2, 12, 1, 6, 7, 41
wils, 2026-01-29T19:17:33Z, 288, 47, 16, 16, 6, 37, 13, 64, 22, 124, 43
xgcz, 2026-01-30T19:18:11Z, 3176, 242, 8, 127, 4, 251, 8, 588, 19, 1968, 62
ln0c, 2026-01-01T19:30:27Z, 7, 4, 57, 0, 0, 0, 0, 1, 14, 2, 29
mvz4, 2026-01-29T19:07:26Z, 1400, 73, 5, 40, 3, 110, 8, 229, 16, 948, 68
pwi1, 2026-01-25T19:09:38Z, 1087, 105, 10, 52, 5, 139, 13, 192, 18, 599, 55
