rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
rqek, 2026-09-01T20:08:24Z, 211, 33, 16, 14, 7, 17, 8, 35, 17, 112, 53
vvfr, 2026-09-01T20:29:42Z, 1137, 365, 32, 82, 7, 154, 14, 187, 16, 349, 31
k0pm, 2026-09-01T19:36:24Z, 510, 153, 30, 40, 8, 53, 10, 66, 13, 198, 39
sqak, 2026-09-01T20:14:26Z, 1434, 496, 35, 143, 10, 201, 14, 186, 13, 408, 28
twyj, 2026-09-01T20:18:18Z, 1996, 223, 11, 83, 4, 197, 10, 423, 21, 1070, 54
ho0l, 2026-09-01T19:28:15Z, 204, 14, 7, 9, 4, 16, 8, 40, 20, 125, 61
a378, 2026-09-01T19:00:25Z, 568, 183, 32, 54, 10, 58, 10, 76, 13, 197, 35
qk62, 2026-09-01T20:00:19Z, 240, 60, 25, 15, 6, 31, 13, 35, 15, 99, 41
hl01, 2026-09-01T19:24:34Z, 45, 5, 11, 8, 18, 9, 20, 8, 18, 15, 33
mvz4, 2026-09-01T19:42:45Z, 1490, 76, 5, 40, 3, 113, 8, 242, 16, 1019, 68
y2dl, 2026-09-01T20:39:30Z, 5, 0, 0, 0, 0, 0, 0, 2, 40, 3, 60
ilyr, 2026-09-01T19:29:50Z, 61, 14, 23, 4, 7, 4, 7, 12, 20, 27, 44
s0wa, 2026-09-01T20:00:04Z, 1725, 88, 5, 27, 2, 96, 6, 250, 14, 1264, 73
vdrs, 2026-09-01T20:36:05Z, 91, 9, 10, 5, 5, 11, 12, 15, 16, 51, 56
s2rx, 2026-09-01T19:59:39Z, 3130, 358, 11, 172, 6, 396, 13, 665, 21, 1539, 49
f4hh, 2026-09-01T19:16:30Z, 46, 7, 15, 2, 4, 3, 7, 7, 15, 27, 59
ecdn, 2026-09-01T19:18:16Z, 208, 37, 18, 21, 10, 25, 12, 38, 18, 87, 42
qtek, 2026-09-01T20:02:49Z, 251, 39, 16, 18, 7, 39, 16, 41, 16, 114, 45
pm5l, 2026-09-01T19:49:13Z, 877, 144, 16, 48, 5, 107, 12, 145, 17, 433, 49
hfvz, 2026-09-01T19:23:54Z, 8, 2, 25, 1, 13, 1, 13, 0, 0, 4, 50
uf3u, 2026-09-01T20:32:20Z, 1505, 123, 8, 51, 3, 117, 8, 203, 13, 1011, 67
gldd, 2026-09-01T19:21:39Z, 521, 80, 15, 33, 6, 64, 12, 129, 25, 215, 41
gs3j, 2026-09-01T19:20:36Z, 1354, 124, 9, 43, 3, 127, 9, 239, 18, 821, 61
cqe6, 2026-09-01T19:09:23Z, 502, 157, 31, 58, 12, 49, 10, 41, 8, 197, 39
s3kp, 2026-09-01T20:03:32Z, 7804, 829, 11, 342, 4, 773, 10, 1423, 18, 4437, 57
t1ez, 2026-09-01T20:08:53Z, 2222, 523, 24, 136, 6, 293, 13, 356, 16, 914, 41
qjga, 2026-09-01T19:55:54Z, 1569, 98, 6, 41, 3, 154, 10, 311, 20, 965, 62
hpso, 2026-09-01T19:24:05Z, 2374, 329, 14, 129, 5, 254, 11, 338, 14, 1324, 56
s5gh, 2026-09-01T20:00:53Z, 3314, 726, 22, 251, 8, 487, 15, 621, 19, 1229, 37
rfjk, 2026-09-01T20:05:31Z, 360, 40, 11, 23, 6, 30, 8, 67, 19, 200, 56
u6fs, 2026-09-01T20:21:14Z, 851, 83, 10, 26, 3, 66, 8, 134, 16, 542, 64
s0pl, 2026-09-01T20:13:34Z, 218, 23, 11, 13, 6, 27, 12, 51, 23, 104, 48
s9rc, 2026-09-01T20:12:59Z, 4891, 433, 9, 243, 5, 441, 9, 795, 16, 2979, 61
iw9k, 2026-09-01T19:28:51Z, 1413, 312, 22, 97, 7, 240, 17, 299, 21, 465, 33
erpq, 2026-09-01T19:15:45Z, 988, 155, 16, 60, 6, 108, 11, 155, 16, 510, 52
mj26, 2026-09-01T19:42:14Z, 110, 37, 34, 11, 10, 15, 14, 9, 8, 38, 35
dws9, 2026-09-01T19:14:51Z, 74, 8, 11, 3, 4, 5, 7, 17, 23, 41, 55
ph2k, 2026-09-01T19:53:00Z, 281, 57, 20, 29, 10, 47, 17, 43, 15, 105, 37
suds, 2026-09-01T20:10:13Z, 817, 50, 6, 48, 6, 104, 13, 217, 27, 398, 49
tk6d, 2026-09-01T20:17:01Z, 76, 17, 22, 6, 8, 6, 8, 9, 12, 38, 50
t0qo, 2026-09-01T20:10:46Z, 20465, 2365, 12, 1033, 5, 2191, 11, 4139, 20, 10737, 52
aqc5, 2026-09-01T19:03:33Z, 3, 1, 33, 0, 0, 0, 0, 0, 0, 2, 67
d5bl, 2026-09-01T19:12:14Z, 1845, 253, 14, 110, 6, 228, 12, 354, 19, 900, 49
n5aj, 2026-09-01T19:40:41Z, 181, 44, 24, 16, 9, 18, 10, 24, 13, 79, 44
rbiy, 2026-09-01T19:59:21Z, 6579, 750, 11, 313, 5, 725, 11, 1400, 21, 3391, 52
upge, 2026-09-01T20:28:00Z, 31, 10, 32, 5, 16, 1, 3, 2, 6, 13, 42
u0fu, 2026-09-01T20:18:31Z, 1305, 135, 10, 64, 5, 137, 11, 279, 21, 690, 53
u9sa, 2026-09-01T20:25:32Z, 2736, 158, 6, 68, 2, 185, 7, 440, 16, 1885, 69
mm4y, 2026-09-01T19:44:44Z, 2919, 551, 19, 173, 6, 320, 11, 406, 14, 1469, 50
nrbc, 2026-09-01T19:42:51Z, 90, 12, 13, 7, 8, 14, 16, 16, 18, 41, 46
