rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
eome, 2025-04-24T19:02:40Z, 130, 11, 8, 3, 2, 9, 7, 14, 11, 93, 72
ucb4, 2025-04-25T19:13:48Z, 2449, 231, 9, 99, 4, 189, 8, 454, 19, 1476, 60
ea63, 2025-04-25T19:03:04Z, 243, 18, 7, 10, 4, 25, 10, 37, 15, 153, 63
ki9u, 2025-04-01T19:25:14Z, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
btyr, 2025-04-25T19:01:20Z, 25, 1, 4, 2, 8, 4, 16, 3, 12, 15, 60
e3ze, 2025-04-01T19:08:39Z, 277, 62, 22, 15, 5, 41, 15, 42, 15, 117, 42
th8d, 2025-04-01T20:03:19Z, 2, 0, 0, 0, 0, 0, 0, 1, 50, 1, 50
x3l0, 2025-04-19T19:13:13Z, 45, 7, 16, 4, 9, 6, 13, 5, 11, 23, 51
haa1, 2025-04-25T19:04:30Z, 308, 27, 9, 7, 2, 39, 13, 59, 19, 176, 57
rbiy, 2025-04-25T19:05:54Z, 5585, 620, 11, 268, 5, 622, 11, 1222, 22, 2853, 51
qjga, 2025-04-25T19:06:09Z, 1191, 72, 6, 32, 3, 109, 9, 225, 19, 753, 63
eph0, 2025-04-01T19:11:08Z, 152, 9, 6, 10, 7, 22, 14, 24, 16, 87, 57
s6nh, 2025-04-22T19:09:52Z, 3346, 373, 11, 126, 4, 287, 9, 542, 16, 2018, 60
xqmm, 2025-04-25T19:15:08Z, 113, 23, 20, 2, 2, 12, 11, 13, 12, 63, 56
gn0j, 2025-04-20T19:04:41Z, 59, 6, 10, 2, 3, 6, 10, 5, 8, 40, 68
wgm6, 2025-04-17T19:14:11Z, 36, 3, 8, 1, 3, 1, 3, 2, 6, 29, 81
t2ul, 2025-04-24T19:13:17Z, 5333, 858, 16, 376, 7, 785, 15, 1092, 20, 2222, 42
s9mg, 2025-04-25T19:09:23Z, 9786, 873, 9, 455, 5, 1006, 10, 2127, 22, 5325, 54
erpq, 2025-04-25T19:02:16Z, 951, 149, 16, 56, 6, 103, 11, 150, 16, 493, 52
ds8t, 2025-04-25T19:02:14Z, 1866, 166, 9, 75, 4, 160, 9, 304, 16, 1161, 62
hfvz, 2025-04-01T19:14:36Z, 8, 2, 25, 1, 13, 1, 13, 0, 0, 4, 50
u5sa, 2025-04-25T19:15:31Z, 3395, 736, 22, 247, 7, 419, 12, 611, 18, 1382, 41
s2ti, 2025-04-25T19:10:10Z, 4630, 414, 9, 214, 5, 503, 11, 987, 21, 2512, 54
cv8h, 2025-04-25T19:02:11Z, 211, 29, 14, 8, 4, 19, 9, 27, 13, 128, 61
an57, 2025-04-25T19:00:39Z, 75, 5, 7, 3, 4, 12, 16, 11, 15, 44, 59
a2ni, 2025-04-25T19:00:09Z, 114, 12, 11, 3, 3, 9, 8, 7, 6, 83, 73
a2y0, None, 0, TypeError('cannot unpack non-iterable NoneType object')
dbll, 2025-04-25T19:02:11Z, 913, 87, 10, 55, 6, 88, 10, 208, 23, 475, 52
u0fu, 2025-04-22T19:14:32Z, 1174, 116, 10, 62, 5, 122, 10, 247, 21, 627, 53
otkz, 2025-04-25T19:08:18Z, 2038, 114, 6, 73, 4, 176, 9, 400, 20, 1275, 63
zy4g, 2025-04-20T19:16:31Z, 93, 8, 9, 2, 2, 9, 10, 16, 17, 58, 62
psty, 2025-04-25T19:09:11Z, 1129, 49, 4, 41, 4, 103, 9, 197, 17, 739, 65
k5te, 2025-04-25T19:03:45Z, 705, 255, 36, 55, 8, 80, 11, 69, 10, 246, 35
t5rz, 2025-04-25T19:13:29Z, 14997, 909, 6, 445, 3, 1208, 8, 2893, 19, 9542, 64
foia, 2025-04-25T19:02:32Z, 1552, 89, 6, 69, 4, 152, 10, 313, 20, 929, 60
r7h7, 2025-04-21T19:08:19Z, 34, 5, 15, 3, 9, 3, 9, 3, 9, 20, 59
u0ni, 2025-04-24T19:14:13Z, 520, 61, 12, 30, 6, 59, 11, 90, 17, 280, 54
s1qf, 2025-04-25T19:06:23Z, 3022, 266, 9, 157, 5, 380, 13, 601, 20, 1618, 54
v2vg, 2025-04-25T19:14:01Z, 2011, 196, 10, 98, 5, 174, 9, 336, 17, 1207, 60
qk62, 2025-04-01T19:47:20Z, 189, 51, 27, 13, 7, 20, 11, 28, 15, 77, 41
u9sa, 2025-04-25T19:15:34Z, 2202, 128, 6, 48, 2, 152, 7, 363, 16, 1511, 69
t1gq, 2025-04-24T19:12:10Z, 683, 101, 15, 50, 7, 79, 12, 133, 19, 320, 47
fzqa, 2025-04-01T19:11:06Z, 104, 16, 15, 2, 2, 14, 13, 18, 17, 54, 52
xg4y, 2025-04-25T19:12:48Z, 360, 33, 9, 15, 4, 37, 10, 57, 16, 218, 61
s6nc, 2025-04-25T19:10:28Z, 1102, 170, 15, 30, 3, 80, 7, 208, 19, 614, 56
s3se, 2025-04-25T19:09:51Z, 2634, 265, 10, 134, 5, 277, 11, 529, 20, 1429, 54
on1b, 2025-04-20T19:05:41Z, 131, 25, 19, 7, 5, 21, 16, 16, 12, 62, 47
ljzb, 2025-04-25T19:04:21Z, 466, 77, 17, 23, 5, 35, 8, 82, 18, 249, 53
k22m, 2025-04-25T19:04:58Z, 6936, 662, 10, 286, 4, 634, 9, 1169, 17, 4185, 60
oh2h, 2025-04-25T19:05:27Z, 43, 8, 19, 5, 12, 4, 9, 11, 26, 15, 35
