rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
s7yw, 2025-02-07T19:15:03Z, 67, 5, 7, 5, 7, 8, 12, 12, 18, 37, 55
rjbp, 2025-02-01T19:36:06Z, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
cqb1, 2025-02-12T19:00:51Z, 19, 4, 21, 3, 16, 1, 5, 0, 0, 11, 58
cst3, 2025-02-12T19:01:29Z, 1844, 194, 11, 102, 6, 227, 12, 398, 22, 923, 50
s0wl, 2025-02-12T19:09:13Z, 12326, 985, 8, 422, 3, 996, 8, 2129, 17, 7794, 63
x3aw, 2025-02-10T19:20:58Z, 95, 11, 12, 9, 9, 19, 20, 13, 14, 43, 45
m8yt, 2025-02-10T19:06:04Z, 459, 77, 17, 35, 8, 63, 14, 81, 18, 203, 44
kfni, 2025-02-11T19:04:36Z, 149, 15, 10, 10, 7, 14, 9, 28, 19, 82, 55
s3kp, 2025-02-12T19:12:54Z, 6372, 658, 10, 292, 5, 649, 10, 1216, 19, 3557, 56
q0ji, 2025-02-12T19:15:08Z, 486, 46, 9, 21, 4, 55, 11, 95, 20, 269, 55
s9ed, 2025-02-12T19:13:10Z, 20380, 2235, 11, 982, 5, 2048, 10, 3873, 19, 11242, 55
t8dz, 2025-02-10T19:10:51Z, 1341, 156, 12, 69, 5, 139, 10, 277, 21, 700, 52
s4lh, 2025-02-12T19:07:49Z, 3225, 283, 9, 141, 4, 336, 10, 561, 17, 1904, 59
j1l8, 2025-02-12T19:04:50Z, 225, 53, 24, 18, 8, 22, 10, 37, 16, 95, 42
tiz6, 2025-02-12T19:20:30Z, 676, 69, 10, 31, 5, 72, 11, 113, 17, 391, 58
l88b, 2025-02-12T19:06:00Z, 2067, 237, 11, 131, 6, 175, 8, 357, 17, 1167, 56
pm5l, 2025-02-12T19:10:23Z, 359, 52, 14, 18, 5, 41, 11, 62, 17, 186, 52
z1hj, 2025-02-12T19:26:08Z, 1239, 253, 20, 110, 9, 174, 14, 210, 17, 492, 40
ln0c, 2025-02-01T19:22:23Z, 5, 2, 40, 0, 0, 0, 0, 1, 20, 2, 40
d9jk, 2025-02-01T19:05:09Z, 31, 6, 19, 3, 10, 7, 23, 6, 19, 9, 29
s6so, 2025-02-12T19:18:57Z, 7054, 612, 9, 271, 4, 610, 9, 1209, 17, 4352, 62
u5sa, 2025-02-12T19:17:32Z, 3178, 669, 21, 231, 7, 403, 13, 577, 18, 1298, 41
mbsh, 2025-02-12T19:07:34Z, 242, 38, 16, 14, 6, 35, 14, 48, 20, 107, 44
t7tu, 2025-02-01T19:54:31Z, 1906, 186, 10, 93, 5, 200, 10, 383, 20, 1044, 55
t2ml, 2025-02-12T19:12:22Z, 15772, 1276, 8, 663, 4, 1573, 10, 3222, 20, 9038, 57
x8xi, 2025-02-12T19:23:11Z, 1153, 88, 8, 49, 4, 146, 13, 245, 21, 625, 54
i7uc, 2025-02-08T19:04:20Z, 1612, 205, 13, 92, 6, 199, 12, 350, 22, 766, 48
ljzb, 2025-02-12T19:07:30Z, 438, 72, 16, 22, 5, 34, 8, 78, 18, 232, 53
m3hk, 2025-02-01T19:27:31Z, 5, 0, 0, 0, 0, 2, 40, 2, 40, 1, 20
s3et, 2025-02-12T19:09:55Z, 1652, 241, 15, 101, 6, 193, 12, 287, 17, 830, 50
x8em, 2025-02-12T19:19:49Z, 8153, 886, 11, 385, 5, 891, 11, 1590, 20, 4401, 54
d3om, None, 0, TypeError('cannot unpack non-iterable NoneType object')
g35l, 2025-02-11T19:01:43Z, 45, 12, 27, 1, 2, 10, 22, 9, 20, 13, 29
a378, 2025-02-12T19:00:12Z, 555, 178, 32, 53, 10, 57, 10, 76, 14, 191, 34
twyj, 2025-02-12T19:17:37Z, 810, 92, 11, 35, 4, 86, 11, 173, 21, 424, 52
z614, 2025-02-12T19:19:44Z, 2997, 302, 10, 117, 4, 251, 8, 583, 19, 1744, 58
u9xd, 2025-02-12T19:20:41Z, 2196, 175, 8, 65, 3, 192, 9, 346, 16, 1418, 65
ipop, 2025-02-01T19:19:22Z, 6, 2, 33, 0, 0, 0, 0, 0, 0, 4, 67
w227, 2025-02-12T19:14:48Z, 2754, 447, 16, 202, 7, 290, 11, 494, 18, 1321, 48
f80g, 2025-02-11T19:03:31Z, 118, 10, 8, 8, 7, 11, 9, 17, 14, 72, 61
s8dn, 2025-02-12T19:18:55Z, 1770, 312, 18, 144, 8, 206, 12, 357, 20, 751, 42
luzf, 2025-02-01T19:19:24Z, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 100
l21b, 2025-02-12T19:04:50Z, 313, 95, 30, 21, 7, 51, 16, 33, 11, 113, 36
k5te, 2025-02-12T19:06:52Z, 685, 248, 36, 52, 8, 78, 11, 68, 10, 239, 35
d5bl, 2025-02-12T19:02:31Z, 432, 68, 16, 26, 6, 60, 14, 75, 17, 203, 47
f4tf, 2025-02-11T19:03:23Z, 603, 87, 14, 26, 4, 66, 11, 96, 16, 328, 54
t1gq, 2025-02-12T19:09:46Z, 671, 101, 15, 48, 7, 79, 12, 131, 20, 312, 47
zhbi, 2025-02-12T19:21:25Z, 134, 53, 40, 12, 9, 19, 14, 13, 10, 37, 28
u3bd, 2025-02-12T19:21:21Z, 13414, 1257, 9, 542, 4, 1141, 9, 2367, 18, 8107, 60
s3ny, 2025-02-09T19:10:44Z, 1260, 116, 9, 39, 3, 100, 8, 176, 14, 829, 66
