rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
wgm6, 2025-10-02T19:18:00Z, 45, 3, 7, 1, 2, 2, 4, 2, 4, 37, 82
s3dj, 2025-10-11T19:07:44Z, 14942, 2042, 14, 820, 5, 1549, 10, 2959, 20, 7572, 51
s2dj, 2025-10-11T19:15:20Z, 4415, 367, 8, 203, 5, 439, 10, 821, 19, 2585, 59
s8lk, 2025-10-11T19:09:34Z, 7597, 2155, 28, 608, 8, 1026, 14, 1159, 15, 2649, 35
ra54, 2025-10-11T19:15:06Z, 2300, 136, 6, 83, 4, 191, 8, 410, 18, 1480, 64
s8ev, 2025-10-01T19:42:22Z, 2971, 210, 7, 90, 3, 236, 8, 539, 18, 1896, 64
qmuh, 2025-10-01T19:41:48Z, 155, 44, 28, 11, 7, 19, 12, 24, 15, 57, 37
wld1, 2025-10-01T20:08:59Z, 321, 47, 15, 19, 6, 40, 12, 58, 18, 157, 49
p945, 2025-10-01T19:36:23Z, 188, 20, 11, 8, 4, 13, 7, 37, 20, 110, 59
vvfr, 2025-10-01T20:03:04Z, 1137, 365, 32, 82, 7, 154, 14, 187, 16, 349, 31
cxdq, 2025-10-11T19:04:28Z, 745, 142, 19, 57, 8, 90, 12, 111, 15, 345, 46
s9mg, 2025-10-11T19:12:33Z, 10876, 971, 9, 503, 5, 1098, 10, 2314, 21, 5990, 55
pusc, 2025-10-11T19:06:44Z, 510, 53, 10, 14, 3, 69, 14, 82, 16, 292, 57
ps7w, 2025-10-11T19:10:47Z, 4756, 173, 4, 113, 2, 313, 7, 682, 14, 3475, 73
zen3, 2025-10-11T19:19:00Z, 335, 45, 13, 20, 6, 57, 17, 68, 20, 145, 43
d3o8, 2025-10-10T19:01:09Z, 436, 137, 31, 52, 12, 41, 9, 66, 15, 140, 32
ilyr, 2025-10-03T19:02:55Z, 51, 13, 25, 4, 8, 3, 6, 10, 20, 21, 41
s5cj, 2025-10-11T19:11:56Z, 42142, 3086, 7, 1498, 4, 3838, 9, 8738, 21, 24982, 59
d3om, None, 0, TypeError('cannot unpack non-iterable NoneType object')
u4nd, 2025-10-06T19:16:21Z, 666, 61, 9, 32, 5, 84, 13, 140, 21, 349, 52
q5du, 2025-10-08T19:08:57Z, 295, 103, 35, 21, 7, 43, 15, 35, 12, 93, 32
s8dn, 2025-10-11T19:08:39Z, 2037, 367, 18, 160, 8, 239, 12, 396, 19, 875, 43
kh1q, 2025-10-01T19:28:12Z, 13, 2, 15, 1, 8, 0, 0, 3, 23, 7, 54
u0ni, 2025-10-05T19:11:45Z, 554, 62, 11, 30, 5, 63, 11, 95, 17, 304, 55
e3ze, 2025-10-05T19:02:39Z, 282, 64, 23, 17, 6, 41, 15, 42, 15, 118, 42
rbiy, 2025-10-11T19:10:56Z, 6107, 681, 11, 294, 5, 674, 11, 1321, 22, 3137, 51
lvn8, None, 0, TypeError('cannot unpack non-iterable NoneType object')
p7au, 2025-10-01T19:38:27Z, 520, 79, 15, 22, 4, 47, 9, 87, 17, 285, 55
sqak, 2025-10-11T19:08:09Z, 1195, 405, 34, 122, 10, 170, 14, 170, 14, 328, 27
haa1, 2025-10-11T19:03:47Z, 381, 36, 9, 12, 3, 48, 13, 74, 19, 211, 55
c1i0, 2025-10-01T19:06:34Z, 18, 1, 6, 0, 0, 1, 6, 1, 6, 15, 83
s7jm, 2025-10-11T19:09:34Z, 805, 146, 18, 52, 6, 120, 15, 153, 19, 334, 41
sqhd, 2025-10-11T19:16:28Z, 771, 122, 16, 50, 6, 94, 12, 144, 19, 361, 47
s3se, 2025-10-11T19:12:52Z, 2744, 274, 10, 139, 5, 286, 10, 554, 20, 1491, 54
t0qo, 2025-10-11T19:13:12Z, 18389, 2164, 12, 940, 5, 2006, 11, 3762, 20, 9517, 52
bcjg, 2025-10-01T19:03:18Z, 5, 1, 20, 0, 0, 0, 0, 0, 0, 4, 80
acn9, 2025-10-01T19:01:19Z, 581, 51, 9, 31, 5, 58, 10, 92, 16, 349, 60
ho0l, 2025-10-10T19:04:35Z, 152, 11, 7, 8, 5, 12, 8, 32, 21, 89, 59
s3qh, 2025-10-01T19:39:57Z, 1802, 145, 8, 82, 5, 178, 10, 364, 20, 1033, 57
hl01, 2025-10-01T19:20:27Z, 45, 5, 11, 8, 18, 9, 20, 8, 18, 15, 33
xgcz, 2025-10-11T19:18:48Z, 2844, 221, 8, 117, 4, 226, 8, 530, 19, 1750, 62
d5bl, 2025-10-11T19:02:39Z, 1051, 169, 16, 59, 6, 127, 12, 191, 18, 505, 48
t0va, 2025-10-11T19:16:40Z, 14532, 3474, 24, 1076, 7, 1954, 13, 2401, 17, 5627, 39
t547, 2025-10-01T19:56:32Z, 705, 68, 10, 29, 4, 77, 11, 124, 18, 407, 58
klxh, 2025-10-11T19:04:38Z, 802, 48, 6, 15, 2, 62, 8, 205, 26, 472, 59
zhbi, 2025-10-04T19:17:47Z, 149, 59, 40, 14, 9, 19, 13, 13, 9, 44, 30
y33d, 2025-10-09T19:14:45Z, 72, 9, 13, 7, 10, 7, 10, 10, 14, 39, 54
f4tf, 2025-10-11T19:01:51Z, 658, 97, 15, 27, 4, 70, 11, 108, 16, 356, 54
esde, 2025-10-01T19:10:35Z, 12, 1, 8, 0, 0, 0, 0, 4, 33, 7, 58
g3hv, 2025-10-01T19:14:11Z, 384, 112, 29, 29, 8, 58, 15, 55, 14, 130, 34
