rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
oh2h, 2025-12-24T19:08:18Z, 76, 23, 30, 7, 9, 8, 11, 12, 16, 26, 34
toy2, 2025-12-26T19:13:53Z, 3738, 457, 12, 160, 4, 339, 9, 642, 17, 2140, 57
vdrs, 2025-12-01T20:02:59Z, 91, 9, 10, 5, 5, 11, 12, 15, 16, 51, 56
s7zv, 2025-12-26T19:08:25Z, 8084, 1163, 14, 526, 7, 984, 12, 1675, 21, 3736, 46
ujq1, 2025-12-23T19:10:59Z, 249, 91, 37, 21, 8, 24, 10, 34, 14, 79, 32
s8lk, 2025-12-26T19:10:57Z, 7665, 2180, 28, 610, 8, 1032, 13, 1172, 15, 2671, 35
s1id, 2025-12-26T19:13:18Z, 4897, 633, 13, 279, 6, 609, 12, 1034, 21, 2342, 48
vvfr, 2025-12-01T20:13:29Z, 1137, 365, 32, 82, 7, 154, 14, 187, 16, 349, 31
zen3, 2025-12-24T19:17:00Z, 359, 47, 13, 20, 6, 57, 16, 74, 21, 161, 45
bwtk, 2025-12-26T19:01:15Z, 1847, 162, 9, 90, 5, 178, 10, 326, 18, 1091, 59
p945, 2025-12-01T19:39:05Z, 189, 20, 11, 9, 5, 13, 7, 37, 20, 110, 58
b6i9, 2025-12-01T19:03:27Z, 217, 28, 13, 10, 5, 9, 4, 36, 17, 134, 62
tk6d, 2025-12-21T19:12:41Z, 55, 13, 24, 2, 4, 4, 7, 7, 13, 29, 53
s9sd, 2025-12-01T19:57:58Z, 2014, 104, 5, 76, 4, 157, 8, 452, 22, 1225, 61
s0pl, 2025-12-01T19:43:49Z, 218, 23, 11, 13, 6, 27, 12, 51, 23, 104, 48
s7hi, 2025-12-26T19:09:53Z, 1627, 143, 9, 69, 4, 157, 10, 329, 20, 929, 57
izvp, 2025-12-01T19:23:44Z, 159, 62, 39, 11, 7, 18, 11, 14, 9, 54, 34
dbll, 2025-12-26T19:01:45Z, 1168, 117, 10, 63, 5, 111, 10, 260, 22, 617, 53
p0pg, 2025-12-23T19:11:58Z, 170, 18, 11, 12, 7, 12, 7, 31, 18, 97, 57
tx5y, 2025-12-01T19:54:17Z, 333, 30, 9, 17, 5, 37, 11, 72, 22, 177, 53
foia, 2025-12-01T19:14:34Z, 1673, 95, 6, 74, 4, 168, 10, 330, 20, 1006, 60
t0qo, 2025-12-26T19:15:49Z, 18994, 2230, 12, 974, 5, 2050, 11, 3857, 20, 9883, 52
h0ow, 2025-12-10T19:04:21Z, 635, 66, 10, 25, 4, 45, 7, 94, 15, 405, 64
x6wl, 2025-12-01T20:18:15Z, 1101, 276, 25, 110, 10, 170, 15, 170, 15, 375, 34
klch, 2025-12-26T19:04:22Z, 2070, 257, 12, 127, 6, 229, 11, 365, 18, 1092, 53
k5du, 2025-12-26T19:05:31Z, 1169, 184, 16, 82, 7, 138, 12, 217, 19, 548, 47
s2om, 2025-12-08T19:10:55Z, 638, 75, 12, 41, 6, 73, 11, 135, 21, 314, 49
t8xa, 2025-12-01T19:58:38Z, 475, 60, 13, 37, 8, 55, 12, 67, 14, 256, 54
eo3p, 2025-12-03T19:03:19Z, 695, 202, 29, 60, 9, 88, 13, 99, 14, 246, 35
y925, 2025-12-26T19:14:27Z, 2844, 200, 7, 119, 4, 270, 9, 492, 17, 1763, 62
c9m0, 2025-12-26T19:00:59Z, 2595, 936, 36, 257, 10, 330, 13, 327, 13, 745, 29
z1hj, 2025-12-26T19:18:56Z, 1628, 328, 20, 130, 8, 215, 13, 260, 16, 695, 43
h5lo, 2025-12-01T19:14:17Z, 6, 0, 0, 3, 50, 1, 17, 1, 17, 1, 17
rfjk, 2025-12-26T19:12:36Z, 235, 28, 12, 16, 7, 18, 8, 46, 20, 127, 54
d9jk, 2025-12-01T19:10:30Z, 35, 6, 17, 3, 9, 7, 20, 6, 17, 13, 37
w8cg, 2025-12-25T19:17:19Z, 1323, 434, 33, 135, 10, 162, 12, 177, 13, 415, 31
x8em, 2025-12-26T19:16:47Z, 9604, 1097, 11, 458, 5, 1027, 11, 1845, 19, 5177, 54
d6kv, 2025-12-23T19:03:14Z, 1873, 147, 8, 77, 4, 217, 12, 390, 21, 1042, 56
s00k, 2025-12-16T19:10:17Z, 310, 19, 6, 8, 3, 20, 6, 47, 15, 216, 70
k22m, 2025-12-01T19:23:30Z, 7639, 747, 10, 314, 4, 690, 9, 1297, 17, 4591, 60
l3s6, 2025-12-01T19:26:35Z, 151, 37, 25, 12, 8, 18, 12, 20, 13, 64, 42
iw9k, 2025-12-01T19:23:02Z, 1416, 315, 22, 97, 7, 240, 17, 299, 21, 465, 33
s8mp, 2025-12-26T19:11:42Z, 3040, 214, 7, 95, 3, 222, 7, 393, 13, 2116, 70
u06s, 2025-12-01T20:06:52Z, 6, 1, 17, 0, 0, 0, 0, 1, 17, 4, 67
u6jz, 2025-12-26T19:18:04Z, 975, 99, 10, 39, 4, 104, 11, 172, 18, 561, 58
sqak, 2025-12-26T19:16:00Z, 1334, 469, 35, 133, 10, 186, 14, 178, 13, 368, 28
pny2, 2025-12-01T19:38:37Z, 67, 4, 6, 0, 0, 4, 6, 10, 15, 49, 73
d5bl, 2025-12-26T19:01:45Z, 1225, 199, 16, 68, 6, 156, 13, 216, 18, 586, 48
n2qt, 2025-12-26T19:10:27Z, 735, 52, 7, 38, 5, 72, 10, 107, 15, 466, 63
lfyq, 2025-12-01T19:30:29Z, 1, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0
