rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
s5cj, 2026-02-08T19:15:34Z, 43632, 3211, 7, 1564, 4, 3955, 9, 9052, 21, 25850, 59
i7uc, 2026-02-08T19:03:11Z, 1821, 235, 13, 108, 6, 213, 12, 388, 21, 877, 48
i6qb, 2026-02-01T19:24:59Z, 23, 8, 35, 1, 4, 2, 9, 0, 0, 12, 52
rzst, 2026-02-01T19:54:11Z, 102, 10, 10, 4, 4, 8, 8, 11, 11, 69, 68
cpbk, 2026-02-01T19:07:49Z, 544, 222, 41, 45, 8, 63, 12, 67, 12, 147, 27
nij5, 2026-02-01T19:30:33Z, 25, 6, 24, 2, 8, 2, 8, 2, 8, 13, 52
s6so, 2026-02-08T19:15:35Z, 7741, 677, 9, 304, 4, 664, 9, 1308, 17, 4788, 62
s3kp, 2026-02-08T19:11:58Z, 7262, 779, 11, 326, 4, 719, 10, 1353, 19, 4085, 56
wy5x, 2026-02-01T20:14:07Z, 29, 7, 24, 4, 14, 5, 17, 2, 7, 11, 38
gn0j, 2026-02-02T19:02:31Z, 159, 21, 13, 6, 4, 15, 9, 21, 13, 96, 60
s5gr, 2026-02-01T19:43:18Z, 859, 68, 8, 26, 3, 76, 9, 163, 19, 526, 61
dws9, 2026-02-01T19:10:46Z, 74, 8, 11, 3, 4, 5, 7, 17, 23, 41, 55
x3aw, 2026-02-01T20:14:40Z, 159, 25, 16, 18, 11, 31, 20, 25, 16, 60, 38
mkb6, 2026-02-08T19:06:52Z, 1704, 252, 15, 119, 7, 238, 14, 371, 22, 724, 42
wils, 2026-02-01T20:23:08Z, 288, 47, 16, 16, 6, 37, 13, 64, 22, 124, 43
eph0, 2026-02-01T19:13:58Z, 167, 12, 7, 11, 7, 22, 13, 28, 17, 94, 56
s3ny, 2026-02-07T19:08:36Z, 1462, 127, 9, 47, 3, 110, 8, 191, 13, 987, 68
z614, 2026-02-08T19:18:28Z, 4465, 441, 10, 174, 4, 371, 8, 826, 19, 2653, 59
m3hk, 2026-02-01T19:37:38Z, 5, 0, 0, 0, 0, 2, 40, 2, 40, 1, 20
tey3, 2026-02-01T20:09:06Z, 1121, 63, 6, 28, 3, 81, 7, 154, 14, 795, 71
s7hw, 2026-02-08T19:12:48Z, 4094, 263, 6, 142, 3, 349, 9, 820, 20, 2520, 62
q5du, 2026-02-07T19:11:15Z, 332, 114, 34, 22, 7, 45, 14, 40, 12, 111, 33
d9jk, 2026-02-01T19:09:40Z, 35, 6, 17, 3, 9, 7, 20, 6, 17, 13, 37
s7hi, 2026-02-08T19:10:52Z, 1638, 145, 9, 69, 4, 157, 10, 329, 20, 938, 57
k5ww, 2026-02-08T19:04:34Z, 793, 208, 26, 68, 9, 106, 13, 124, 16, 287, 36
b41r, 2026-02-08T19:00:59Z, 6201, 344, 6, 167, 3, 373, 6, 809, 13, 4508, 73
u9xd, 2026-02-08T19:11:25Z, 2546, 206, 8, 75, 3, 220, 9, 396, 16, 1649, 65
jjxw, 2026-02-08T19:04:34Z, 4078, 452, 11, 189, 5, 343, 8, 718, 18, 2376, 58
irmi, 2026-02-01T19:21:27Z, 63, 3, 5, 4, 6, 9, 14, 6, 10, 41, 65
oy0s, 2026-02-01T19:46:35Z, 278, 39, 14, 22, 8, 35, 13, 48, 17, 134, 48
bwtk, 2026-02-08T19:00:32Z, 1931, 169, 9, 96, 5, 184, 10, 335, 17, 1147, 59
suyc, 2026-02-07T19:13:44Z, 1087, 180, 17, 91, 8, 138, 13, 196, 18, 482, 44
ecdn, 2026-02-01T19:13:17Z, 208, 37, 18, 21, 10, 25, 12, 38, 18, 87, 42
otkz, 2026-02-08T19:07:50Z, 2367, 144, 6, 86, 4, 216, 9, 462, 20, 1459, 62
s8mp, 2026-02-08T19:15:52Z, 3091, 217, 7, 99, 3, 225, 7, 400, 13, 2150, 70
dbll, 2026-02-08T19:03:14Z, 1196, 120, 10, 63, 5, 113, 9, 261, 22, 639, 53
s8lk, 2026-02-08T19:09:30Z, 7730, 2205, 29, 617, 8, 1040, 13, 1176, 15, 2692, 35
u3bd, 2026-02-08T19:14:41Z, 15346, 1464, 10, 603, 4, 1299, 8, 2645, 17, 9335, 61
t2ul, 2026-02-01T19:56:02Z, 5403, 875, 16, 379, 7, 795, 15, 1102, 20, 2252, 42
kd7l, 2026-02-08T19:04:50Z, 413, 36, 9, 14, 3, 36, 9, 87, 21, 240, 58
ptbp, 2026-02-05T19:08:47Z, 461, 47, 10, 16, 3, 29, 6, 83, 18, 286, 62
s4ip, 2026-02-08T19:10:35Z, 793, 39, 5, 31, 4, 62, 8, 154, 19, 507, 64
e5sg, 2026-02-08T19:01:50Z, 3432, 396, 12, 173, 5, 310, 9, 692, 20, 1861, 54
s0wl, 2026-02-08T19:08:02Z, 13527, 1128, 8, 451, 3, 1076, 8, 2265, 17, 8607, 64
bm7c, 2026-02-01T19:03:41Z, 5, 2, 40, 2, 40, 0, 0, 1, 20, 0, 0
x8em, 2026-02-08T19:13:13Z, 9750, 1109, 11, 462, 5, 1039, 11, 1874, 19, 5266, 54
eq10, 2026-02-01T19:13:23Z, 2258, 217, 10, 82, 4, 188, 8, 378, 17, 1393, 62
s9it, 2026-02-08T19:11:57Z, 8483, 1174, 14, 463, 5, 975, 11, 1639, 19, 4232, 50
k0fy, 2026-02-01T19:24:39Z, 306, 12, 4, 14, 5, 22, 7, 52, 17, 206, 67
hxzu, 2026-02-08T19:05:19Z, 1689, 97, 6, 70, 4, 123, 7, 243, 14, 1156, 68
