rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
gn0j, 2026-05-15T19:04:59Z, 163, 21, 13, 7, 4, 15, 9, 21, 13, 99, 61
luzf, 2026-05-01T19:33:58Z, 17, 6, 35, 1, 6, 2, 12, 1, 6, 7, 41
t7lv, 2026-05-22T19:17:21Z, 3481, 608, 17, 214, 6, 524, 15, 674, 19, 1461, 42
x6wl, 2026-05-01T20:24:40Z, 1101, 276, 25, 110, 10, 170, 15, 170, 15, 375, 34
s5gh, 2026-05-01T19:57:56Z, 3322, 733, 22, 251, 8, 488, 15, 621, 19, 1229, 37
k0lc, 2026-05-19T19:05:21Z, 233, 67, 29, 20, 9, 28, 12, 32, 14, 86, 37
s3qh, 2026-05-21T19:13:11Z, 1848, 151, 8, 83, 4, 185, 10, 370, 20, 1059, 57
oksi, 2026-05-22T19:09:47Z, 4160, 613, 15, 237, 6, 379, 9, 647, 16, 2284, 55
u2ky, 2026-05-22T19:18:52Z, 6969, 336, 5, 130, 2, 316, 5, 919, 13, 5268, 76
bccp, 2026-05-22T19:01:06Z, 2580, 216, 8, 121, 5, 290, 11, 540, 21, 1413, 55
lfyq, 2026-05-01T19:32:14Z, 1, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0
t2ul, 2026-05-01T20:09:04Z, 5403, 875, 16, 379, 7, 795, 15, 1102, 20, 2252, 42
u9ow, 2026-05-22T19:17:59Z, 1361, 120, 9, 48, 4, 125, 9, 185, 14, 883, 65
u7ou, 2026-05-01T20:08:12Z, 4031, 552, 14, 208, 5, 441, 11, 783, 19, 2047, 51
dws9, 2026-05-01T19:10:29Z, 74, 8, 11, 3, 4, 5, 7, 17, 23, 41, 55
s7hw, 2026-05-22T19:17:41Z, 4220, 274, 6, 145, 3, 352, 8, 839, 20, 2610, 62
p7au, 2026-05-05T19:12:39Z, 538, 79, 15, 22, 4, 51, 9, 88, 16, 298, 55
p0pg, 2026-05-01T19:42:02Z, 175, 19, 11, 12, 7, 13, 7, 33, 19, 98, 56
m92a, 2026-05-01T19:34:14Z, 579, 254, 44, 60, 10, 62, 11, 57, 10, 146, 25
x3aw, 2026-05-01T20:24:37Z, 159, 25, 16, 18, 11, 31, 20, 25, 16, 60, 38
mj26, 2026-05-01T19:35:17Z, 113, 39, 35, 12, 11, 15, 13, 9, 8, 38, 34
ipop, 2026-05-01T19:22:58Z, 10, 3, 30, 0, 0, 0, 0, 2, 20, 5, 50
wfn8, 2026-05-16T19:15:57Z, 162, 9, 6, 11, 7, 29, 18, 24, 15, 89, 55
w227, 2026-05-22T19:21:29Z, 4019, 753, 19, 301, 7, 431, 11, 665, 17, 1869, 47
yufs, 2026-05-22T19:21:48Z, 1896, 139, 7, 59, 3, 166, 9, 286, 15, 1246, 66
t7tu, 2026-05-01T19:59:00Z, 1907, 186, 10, 93, 5, 200, 10, 383, 20, 1045, 55
s2ti, 2026-05-22T19:13:50Z, 5432, 505, 9, 247, 5, 576, 11, 1121, 21, 2983, 55
nij5, 2026-05-19T19:08:41Z, 40, 7, 18, 2, 5, 6, 15, 2, 5, 23, 58
xx0k, 2026-05-22T19:20:33Z, 650, 138, 21, 68, 10, 60, 9, 61, 9, 323, 50
yo5g, 2026-05-22T19:21:51Z, 4939, 302, 6, 140, 3, 355, 7, 893, 18, 3249, 66
m371, 2026-05-21T19:06:56Z, 355, 103, 29, 25, 7, 36, 10, 37, 10, 154, 43
dbll, 2026-05-22T19:04:07Z, 1287, 133, 10, 67, 5, 127, 10, 277, 22, 683, 53
klch, 2026-05-22T19:08:01Z, 2320, 299, 13, 140, 6, 256, 11, 401, 17, 1224, 53
posn, 2026-05-01T19:47:39Z, 6, 0, 0, 1, 17, 0, 0, 0, 0, 5, 83
ho0l, 2026-05-22T19:04:41Z, 180, 13, 7, 9, 5, 15, 8, 35, 19, 108, 60
vvfr, 2026-05-01T20:19:50Z, 1137, 365, 32, 82, 7, 154, 14, 187, 16, 349, 31
kdop, 2026-05-21T19:05:43Z, 1248, 155, 12, 69, 6, 130, 10, 208, 17, 686, 55
oh2h, 2026-05-01T19:44:59Z, 80, 25, 31, 8, 10, 8, 10, 12, 15, 27, 34
w8cg, 2026-05-22T19:19:37Z, 1355, 448, 33, 137, 10, 164, 12, 181, 13, 425, 31
h0ow, 2026-05-01T19:19:23Z, 635, 66, 10, 25, 4, 45, 7, 94, 15, 405, 64
l3s6, 2026-05-01T19:32:55Z, 151, 37, 25, 12, 8, 18, 12, 20, 13, 64, 42
vc3r, 2026-05-20T19:15:28Z, 957, 120, 13, 60, 6, 160, 17, 240, 25, 377, 39
wld1, 2026-05-01T20:22:56Z, 321, 47, 15, 19, 6, 40, 12, 58, 18, 157, 49
y2dl, 2026-05-01T20:23:01Z, 5, 0, 0, 0, 0, 0, 0, 2, 40, 3, 60
vdrs, 2026-05-01T20:18:31Z, 91, 9, 10, 5, 5, 11, 12, 15, 16, 51, 56
u06s, 2026-05-01T20:15:21Z, 6, 1, 17, 0, 0, 0, 0, 1, 17, 4, 67
ghtn, 2026-05-01T19:19:13Z, 14, 1, 7, 0, 0, 3, 21, 1, 7, 9, 64
ndec, 2026-05-17T19:12:33Z, 1309, 173, 13, 63, 5, 162, 12, 232, 18, 679, 52
b6i9, 2026-05-21T19:00:20Z, 240, 34, 14, 11, 5, 14, 6, 42, 18, 139, 58
nsan, 2026-05-22T19:10:22Z, 1227, 88, 7, 39, 3, 78, 6, 193, 16, 829, 68
