rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
pojr, 2025-05-21T19:07:03Z, 3845, 306, 8, 164, 4, 380, 10, 814, 21, 2181, 57
s9rc, 2025-05-21T19:15:38Z, 4026, 332, 8, 181, 5, 366, 9, 687, 17, 2460, 61
d9jk, 2025-05-05T19:01:53Z, 35, 6, 17, 3, 9, 7, 20, 6, 17, 13, 37
suyc, 2025-05-21T19:08:44Z, 843, 144, 17, 71, 8, 105, 12, 157, 19, 366, 43
s5gr, 2025-05-01T19:29:25Z, 824, 63, 8, 25, 3, 71, 9, 158, 19, 507, 62
uj76, 2025-05-19T19:15:13Z, 548, 55, 10, 28, 5, 82, 15, 105, 19, 278, 51
aus6, 2025-05-21T19:00:13Z, 1377, 105, 8, 57, 4, 138, 10, 267, 19, 810, 59
k5du, 2025-05-01T19:17:30Z, 971, 151, 16, 70, 7, 112, 12, 180, 19, 458, 47
nsan, 2025-05-21T19:05:31Z, 1155, 85, 7, 38, 3, 75, 6, 185, 16, 772, 67
s8lk, 2025-05-20T19:12:24Z, 7431, 2087, 28, 593, 8, 1006, 14, 1144, 15, 2601, 35
x6wl, 2025-05-01T19:57:38Z, 1101, 276, 25, 110, 10, 170, 15, 170, 15, 375, 34
oy0s, 2025-05-21T19:09:44Z, 264, 35, 13, 21, 8, 32, 12, 47, 18, 129, 49
s4ve, 2025-05-21T19:11:17Z, 7514, 1167, 16, 465, 6, 979, 13, 1583, 21, 3320, 44
s1id, 2025-05-21T19:13:24Z, 4710, 605, 13, 269, 6, 583, 12, 1001, 21, 2252, 48
s4lh, 2025-05-21T19:07:33Z, 3484, 293, 8, 153, 4, 359, 10, 598, 17, 2081, 60
i7uc, 2025-05-18T19:04:05Z, 1644, 209, 13, 96, 6, 202, 12, 356, 22, 781, 48
s3xz, 2025-05-21T19:09:05Z, 13810, 2471, 18, 903, 7, 1790, 13, 2513, 18, 6133, 44
f7c4, 2025-05-01T19:11:00Z, 3, 2, 67, 0, 0, 0, 0, 1, 33, 0, 0
s2pr, 2025-05-19T19:10:53Z, 158, 14, 9, 16, 10, 17, 11, 25, 16, 86, 54
ar6y, 2025-05-21T19:00:41Z, 403, 30, 7, 22, 5, 48, 12, 67, 17, 236, 59
uf3u, 2025-05-21T19:11:04Z, 640, 39, 6, 25, 4, 55, 9, 91, 14, 430, 67
d4t8, 2025-05-01T19:07:18Z, 4, 1, 25, 0, 0, 0, 0, 1, 25, 2, 50
u0mi, 2025-05-21T19:16:21Z, 866, 71, 8, 35, 4, 65, 8, 126, 15, 569, 66
n2qt, 2025-05-21T19:04:57Z, 455, 38, 8, 26, 6, 40, 9, 64, 14, 287, 63
tey3, 2025-05-21T19:11:57Z, 939, 54, 6, 23, 2, 74, 8, 133, 14, 655, 70
esde, 2025-05-01T19:10:32Z, 12, 1, 8, 0, 0, 0, 0, 4, 33, 7, 58
hl01, 2025-05-01T19:12:06Z, 45, 5, 11, 8, 18, 9, 20, 8, 18, 15, 33
u6fs, 2025-05-19T19:12:26Z, 696, 71, 10, 22, 3, 57, 8, 111, 16, 435, 63
d5bl, 2025-05-21T19:01:20Z, 589, 104, 18, 35, 6, 75, 13, 98, 17, 277, 47
n7us, 2025-05-12T19:04:20Z, 709, 56, 8, 28, 4, 85, 12, 139, 20, 401, 57
mdea, 2025-05-21T19:05:52Z, 3507, 418, 12, 207, 6, 428, 12, 660, 19, 1794, 51
mvz4, 2025-05-14T19:04:28Z, 1275, 70, 5, 38, 3, 98, 8, 211, 17, 858, 67
mkb6, 2025-05-19T19:06:10Z, 1587, 236, 15, 115, 7, 224, 14, 346, 22, 666, 42
jc93, 2025-05-13T19:03:04Z, 45, 3, 7, 6, 13, 7, 16, 5, 11, 24, 53
e3ze, 2025-05-16T19:01:08Z, 278, 62, 22, 16, 6, 41, 15, 42, 15, 117, 42
ds8t, 2025-05-21T19:02:26Z, 1945, 173, 9, 75, 4, 164, 8, 319, 16, 1214, 62
k0pm, 2025-05-21T19:04:00Z, 461, 140, 30, 37, 8, 47, 10, 61, 13, 176, 38
s2ll, 2025-05-21T19:09:35Z, 4437, 298, 7, 136, 3, 305, 7, 724, 16, 2974, 67
duvw, 2025-05-21T19:02:34Z, 2127, 207, 10, 92, 4, 173, 8, 446, 21, 1209, 57
u06s, 2025-05-01T19:38:42Z, 6, 1, 17, 0, 0, 0, 0, 1, 17, 4, 67
s7yw, 2025-05-21T19:10:50Z, 77, 7, 9, 6, 8, 8, 10, 14, 18, 42, 55
s3et, 2025-05-21T19:08:29Z, 1804, 268, 15, 111, 6, 208, 12, 320, 18, 897, 50
erpq, 2025-05-21T19:03:08Z, 973, 154, 16, 58, 6, 105, 11, 153, 16, 503, 52
oh2h, 2025-05-09T19:08:50Z, 44, 8, 18, 5, 11, 5, 11, 11, 25, 15, 34
ea63, 2025-05-21T19:02:25Z, 268, 18, 7, 11, 4, 26, 10, 40, 15, 173, 65
kh1q, 2025-05-12T19:06:57Z, 9, 2, 22, 0, 0, 0, 0, 1, 11, 6, 67
qpt6, 2025-05-01T19:36:04Z, 243, 40, 16, 15, 6, 22, 9, 42, 17, 124, 51
btyr, 2025-05-17T19:01:01Z, 30, 2, 7, 3, 10, 4, 13, 4, 13, 17, 57
lfyq, 2025-05-01T19:22:16Z, 1, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0
olci, 2025-05-21T19:06:39Z, 1210, 172, 14, 90, 7, 159, 13, 222, 18, 567, 47
