rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
f4hh, 2025-03-18T19:03:44Z, 18, 1, 6, 0, 0, 1, 6, 3, 17, 13, 72
x2t4, None, 0, TypeError('cannot unpack non-iterable NoneType object')
r7h7, 2025-03-01T19:39:48Z, 33, 5, 15, 3, 9, 2, 6, 3, 9, 20, 61
z30a, 2025-03-30T19:18:38Z, 80, 10, 13, 4, 5, 11, 14, 17, 21, 38, 48
t0va, 2025-03-30T19:17:10Z, 13659, 3259, 24, 1023, 7, 1857, 14, 2261, 17, 5259, 39
rqek, 2025-03-02T19:12:25Z, 77, 15, 19, 7, 9, 5, 6, 11, 14, 39, 51
s6nh, 2025-03-30T19:15:53Z, 3338, 372, 11, 126, 4, 287, 9, 541, 16, 2012, 60
s2pr, 2025-03-30T19:10:38Z, 133, 11, 8, 15, 11, 16, 12, 22, 17, 69, 52
ljzb, 2025-03-29T19:09:49Z, 454, 73, 16, 22, 5, 34, 7, 81, 18, 244, 54
c4vv, 2025-03-29T19:02:10Z, 6594, 610, 9, 307, 5, 676, 10, 1339, 20, 3662, 56
s7kn, 2025-03-30T19:16:35Z, 2230, 168, 8, 88, 4, 210, 9, 456, 20, 1308, 59
j7qe, 2025-03-27T19:04:20Z, 52, 9, 17, 4, 8, 3, 6, 9, 17, 27, 52
aqc5, 2025-03-01T19:01:26Z, 3, 1, 33, 0, 0, 0, 0, 0, 0, 2, 67
t6zm, 2025-03-07T19:16:13Z, 1095, 74, 7, 45, 4, 85, 8, 164, 15, 727, 66
f7c4, 2025-03-01T19:09:33Z, 3, 2, 67, 0, 0, 0, 0, 1, 33, 0, 0
acn9, 2025-03-29T19:00:33Z, 503, 47, 9, 28, 6, 48, 10, 85, 17, 295, 59
jjxw, 2025-03-30T19:05:17Z, 2433, 252, 10, 113, 5, 205, 8, 434, 18, 1429, 59
x4mi, None, 0, TypeError('cannot unpack non-iterable NoneType object')
foia, 2025-03-30T19:01:18Z, 1530, 89, 6, 66, 4, 149, 10, 311, 20, 915, 60
atyu, 2025-03-30T19:01:02Z, 391, 56, 14, 15, 4, 38, 10, 74, 19, 208, 53
eq10, 2025-03-23T19:04:06Z, 2258, 217, 10, 82, 4, 188, 8, 378, 17, 1393, 62
s2om, 2025-03-30T19:12:48Z, 587, 63, 11, 39, 7, 68, 12, 129, 22, 288, 49
lyun, 2025-03-27T19:04:59Z, 61, 17, 28, 4, 7, 4, 7, 15, 25, 21, 34
bm7c, 2025-03-01T19:02:59Z, 5, 2, 40, 2, 40, 0, 0, 1, 20, 0, 0
d5bl, 2025-03-22T19:00:53Z, 493, 82, 17, 30, 6, 64, 13, 81, 16, 236, 48
q0ji, 2025-03-30T19:05:42Z, 516, 48, 9, 21, 4, 59, 11, 100, 19, 288, 56
t7lv, 2025-03-30T19:17:54Z, 2873, 510, 18, 178, 6, 455, 16, 561, 20, 1169, 41
m3hk, 2025-03-01T19:22:29Z, 5, 0, 0, 0, 0, 2, 40, 2, 40, 1, 20
s4ve, 2025-03-30T19:07:34Z, 7369, 1123, 15, 459, 6, 958, 13, 1547, 21, 3282, 45
wils, 2025-03-26T19:23:50Z, 198, 34, 17, 11, 6, 26, 13, 38, 19, 89, 45
kpds, 2025-03-29T19:03:37Z, 277, 36, 13, 21, 8, 36, 13, 36, 13, 148, 53
i6qb, 2025-03-01T19:18:05Z, 23, 8, 35, 1, 4, 2, 9, 0, 0, 12, 52
sqak, 2025-03-29T19:13:23Z, 1076, 350, 33, 112, 10, 159, 15, 159, 15, 296, 28
uf3u, 2025-03-30T19:20:26Z, 468, 30, 6, 20, 4, 40, 9, 60, 13, 318, 68
kd7l, 2025-03-01T19:20:20Z, 361, 27, 7, 13, 4, 32, 9, 75, 21, 214, 59
cpbk, 2025-03-08T19:01:18Z, 498, 204, 41, 42, 8, 56, 11, 60, 12, 136, 27
qbvn, 2025-03-29T19:09:46Z, 968, 65, 7, 48, 5, 84, 9, 161, 17, 610, 63
lmzn, 2025-03-27T19:05:23Z, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 100
fvjp, 2025-03-01T19:12:04Z, 113, 19, 17, 11, 10, 17, 15, 26, 23, 40, 35
e3ze, 2025-03-18T19:02:42Z, 277, 62, 22, 15, 5, 41, 15, 42, 15, 117, 42
t0qo, 2025-03-30T19:11:11Z, 17202, 2018, 12, 891, 5, 1874, 11, 3546, 21, 8873, 52
m4f7, 2025-03-30T19:09:01Z, 84, 9, 11, 4, 5, 5, 6, 16, 19, 50, 60
s8lk, 2025-03-30T19:16:06Z, 7372, 2062, 28, 585, 8, 1001, 14, 1140, 15, 2584, 35
mm4y, 2025-03-30T19:06:54Z, 2236, 356, 16, 138, 6, 241, 11, 302, 14, 1199, 54
nmgs, 2025-03-29T19:10:57Z, 412, 85, 21, 49, 12, 51, 12, 58, 14, 169, 41
rjbp, 2025-03-01T19:27:37Z, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
ndec, 2025-03-29T19:10:57Z, 1146, 157, 14, 61, 5, 143, 12, 207, 18, 578, 50
pz6t, 2025-03-30T19:06:16Z, 3894, 371, 10, 175, 4, 358, 9, 674, 17, 2316, 59
kh1q, 2025-03-01T19:19:43Z, 7, 1, 14, 0, 0, 0, 0, 1, 14, 5, 71
p3r0, 2025-03-29T19:13:53Z, 384, 41, 11, 20, 5, 28, 7, 56, 15, 239, 62
