rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
uzzh, 2026-07-01T20:12:00Z, 829, 209, 25, 64, 8, 135, 16, 137, 17, 284, 34
s2nl, 2026-07-13T19:12:33Z, 2069, 134, 6, 79, 4, 181, 9, 403, 19, 1272, 61
irmi, 2026-07-01T19:24:00Z, 63, 3, 5, 4, 6, 9, 14, 6, 10, 41, 65
psty, 2026-07-07T19:13:08Z, 1423, 77, 5, 61, 4, 123, 9, 239, 17, 923, 65
jx0o, 2026-07-01T19:27:10Z, 68, 15, 22, 5, 7, 6, 9, 6, 9, 36, 53
s3ny, 2026-07-10T19:12:01Z, 1519, 127, 8, 46, 3, 113, 7, 199, 13, 1034, 68
acn9, 2026-07-01T19:01:30Z, 581, 51, 9, 31, 5, 58, 10, 92, 16, 349, 60
m3hk, 2026-07-01T19:35:04Z, 5, 0, 0, 0, 0, 2, 40, 2, 40, 1, 20
s9az, 2026-07-01T19:59:39Z, 292, 35, 12, 17, 6, 26, 9, 50, 17, 164, 56
zen3, 2026-07-09T19:24:51Z, 405, 55, 14, 24, 6, 64, 16, 84, 21, 178, 44
kwzq, 2026-07-08T19:09:32Z, 613, 63, 10, 38, 6, 87, 14, 103, 17, 322, 53
toy2, 2026-07-13T19:19:20Z, 4263, 509, 12, 180, 4, 384, 9, 737, 17, 2453, 58
erpq, 2026-07-01T19:13:12Z, 988, 155, 16, 60, 6, 108, 11, 155, 16, 510, 52
xw7b, 2026-07-01T20:32:31Z, 48, 4, 8, 0, 0, 3, 6, 7, 15, 34, 71
s9it, 2026-07-13T19:15:08Z, 8825, 1208, 14, 480, 5, 1014, 11, 1696, 19, 4427, 50
s8lk, 2026-07-13T19:19:17Z, 7994, 2316, 29, 638, 8, 1064, 13, 1192, 15, 2784, 35
b6i9, 2026-07-06T19:00:17Z, 249, 34, 14, 11, 4, 16, 6, 43, 17, 145, 58
f80g, 2026-07-01T19:15:06Z, 124, 11, 9, 8, 6, 11, 9, 17, 14, 77, 62
s5fk, 2026-07-01T19:57:10Z, 182, 22, 12, 14, 8, 28, 15, 25, 14, 93, 51
u9sa, 2026-07-13T19:16:34Z, 2688, 154, 6, 67, 2, 180, 7, 438, 16, 1849, 69
oksi, 2026-07-13T19:09:36Z, 4373, 602, 14, 258, 6, 407, 9, 688, 16, 2418, 55
s2xc, 2026-07-13T19:13:39Z, 3352, 256, 8, 121, 4, 295, 9, 631, 19, 2049, 61
ljzb, 2026-07-01T19:32:12Z, 483, 82, 17, 23, 5, 38, 8, 86, 18, 254, 53
h5lo, 2026-07-01T19:22:35Z, 6, 0, 0, 3, 50, 1, 17, 1, 17, 1, 17
rtxb, 2026-07-01T19:58:40Z, 187, 41, 22, 14, 7, 24, 13, 30, 16, 78, 42
l21b, 2026-07-12T19:07:48Z, 385, 116, 30, 25, 6, 63, 16, 48, 12, 133, 35
mkxc, 2026-07-01T19:41:01Z, 62, 15, 24, 3, 5, 8, 13, 6, 10, 30, 48
d5bl, 2026-07-13T19:02:25Z, 1680, 245, 15, 104, 6, 213, 13, 310, 18, 808, 48
wils, 2026-07-13T19:23:24Z, 322, 52, 16, 18, 6, 42, 13, 79, 25, 131, 41
hl01, 2026-07-01T19:20:58Z, 45, 5, 11, 8, 18, 9, 20, 8, 18, 15, 33
s2yh, 2026-07-13T19:18:55Z, 15713, 1691, 11, 678, 4, 1547, 10, 2966, 19, 8831, 56
u4nd, 2026-07-01T20:06:55Z, 679, 63, 9, 32, 5, 86, 13, 140, 21, 358, 53
uvpm, 2026-07-01T20:22:10Z, 94, 5, 5, 5, 5, 7, 7, 18, 19, 59, 63
lb5h, 2026-07-13T19:08:03Z, 5508, 907, 16, 328, 6, 577, 10, 786, 14, 2910, 53
xg4y, 2026-07-13T19:21:00Z, 802, 82, 10, 32, 4, 74, 9, 155, 19, 459, 57
d6kv, 2026-07-13T19:03:54Z, 1965, 158, 8, 86, 4, 229, 12, 408, 21, 1084, 55
bcjg, 2026-07-01T19:04:08Z, 5, 1, 20, 0, 0, 0, 0, 0, 0, 4, 80
jzby, 2026-07-01T19:31:07Z, 1, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0
a378, 2026-07-01T19:00:55Z, 568, 183, 32, 54, 10, 58, 10, 76, 13, 197, 35
i6qb, 2026-07-01T19:23:05Z, 23, 8, 35, 1, 4, 2, 9, 0, 0, 12, 52
s5gh, 2026-07-01T20:03:15Z, 3314, 726, 22, 251, 8, 487, 15, 621, 19, 1229, 37
u2ft, 2026-07-02T19:14:06Z, 491, 61, 12, 22, 4, 55, 11, 90, 18, 263, 54
dkot, 2026-07-13T19:03:21Z, 9739, 884, 9, 388, 4, 884, 9, 1723, 18, 5860, 60
yegr, 2026-07-01T20:33:47Z, 115, 21, 18, 2, 2, 12, 10, 15, 13, 65, 57
t1gq, 2026-07-13T19:20:15Z, 818, 123, 15, 58, 7, 85, 10, 145, 18, 407, 50
u9ow, 2026-07-13T19:20:40Z, 1375, 120, 9, 49, 4, 125, 9, 187, 14, 894, 65
u2rc, 2026-07-13T19:17:32Z, 1017, 121, 12, 55, 5, 101, 10, 164, 16, 576, 57
sj6j, 2026-07-11T19:13:55Z, 102, 12, 12, 4, 4, 13, 13, 16, 16, 57, 56
nrbc, 2026-07-01T19:45:18Z, 90, 12, 13, 7, 8, 14, 16, 16, 18, 41, 46
t2ul, 2026-07-01T20:04:53Z, 5398, 871, 16, 379, 7, 795, 15, 1102, 20, 2251, 42
