rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
tknf, 2026-03-01T20:10:21Z, 54, 7, 13, 2, 4, 12, 22, 7, 13, 26, 48
tey3, 2026-03-01T20:07:01Z, 1121, 63, 6, 28, 3, 81, 7, 154, 14, 795, 71
l3s6, 2026-03-01T19:31:30Z, 151, 37, 25, 12, 8, 18, 12, 20, 13, 64, 42
t5h7, 2026-03-01T20:07:46Z, 150, 23, 15, 8, 5, 26, 17, 20, 13, 73, 49
gn0j, 2026-03-11T19:03:19Z, 162, 21, 13, 7, 4, 15, 9, 21, 13, 98, 60
x3aw, 2026-03-01T20:25:41Z, 159, 25, 16, 18, 11, 31, 20, 25, 16, 60, 38
h0ow, 2026-03-01T19:18:22Z, 635, 66, 10, 25, 4, 45, 7, 94, 15, 405, 64
mj26, 2026-03-01T19:32:11Z, 113, 39, 35, 12, 11, 15, 13, 9, 8, 38, 34
ar6y, 2026-03-15T19:00:29Z, 465, 46, 10, 26, 6, 51, 11, 79, 17, 263, 57
s3dj, 2026-03-20T19:05:26Z, 15627, 2204, 14, 866, 6, 1612, 10, 3053, 20, 7892, 51
cpbk, 2026-03-09T19:01:51Z, 549, 223, 41, 45, 8, 64, 12, 67, 12, 150, 27
s3se, 2026-03-17T19:08:02Z, 3054, 314, 10, 145, 5, 300, 10, 602, 20, 1693, 55
reaq, 2026-03-10T19:09:51Z, 241, 46, 19, 8, 3, 40, 17, 47, 20, 100, 41
f7c4, 2026-03-01T19:14:35Z, 3, 2, 67, 0, 0, 0, 0, 1, 33, 0, 0
cxdq, 2026-03-16T19:01:43Z, 866, 164, 19, 65, 8, 99, 11, 129, 15, 409, 47
dbll, 2026-03-19T19:02:11Z, 1227, 125, 10, 63, 5, 118, 10, 266, 22, 655, 53
t8xa, 2026-03-01T19:55:07Z, 475, 60, 13, 37, 8, 55, 12, 67, 14, 256, 54
f80g, 2026-03-01T19:13:40Z, 124, 11, 9, 8, 6, 11, 9, 17, 14, 77, 62
jzby, 2026-03-01T19:29:39Z, 1, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0
sj6j, 2026-03-08T19:13:11Z, 87, 10, 11, 3, 3, 10, 11, 16, 18, 48, 55
f1w5, 2026-03-01T19:14:16Z, 70, 12, 17, 8, 11, 9, 13, 8, 11, 33, 47
xgcz, 2026-03-20T19:15:08Z, 3324, 255, 8, 131, 4, 259, 8, 611, 18, 2068, 62
ipop, 2026-03-01T19:25:19Z, 10, 3, 30, 0, 0, 0, 0, 2, 20, 5, 50
nc8g, 2026-03-20T19:09:11Z, 675, 76, 11, 44, 7, 76, 11, 107, 16, 372, 55
lpag, 2026-03-01T19:30:01Z, 92, 22, 24, 9, 10, 16, 17, 17, 18, 28, 30
t1ez, 2026-03-20T19:12:39Z, 2013, 487, 24, 121, 6, 266, 13, 322, 16, 817, 41
styd, 2026-03-16T19:09:47Z, 796, 293, 37, 46, 6, 93, 12, 87, 11, 277, 35
t8dz, 2026-03-19T19:10:19Z, 1663, 205, 12, 79, 5, 167, 10, 341, 21, 871, 52
zwpd, 2026-03-01T20:28:10Z, 1539, 224, 15, 75, 5, 178, 12, 332, 22, 730, 47
s8lk, 2026-03-20T19:09:21Z, 7793, 2232, 29, 622, 8, 1044, 13, 1183, 15, 2712, 35
ptbp, 2026-03-19T19:07:21Z, 474, 51, 11, 20, 4, 30, 6, 83, 18, 290, 61
an57, 2026-03-01T19:01:34Z, 107, 12, 11, 6, 6, 15, 14, 14, 13, 60, 56
s5gh, 2026-03-01T19:51:28Z, 3322, 733, 22, 251, 8, 488, 15, 621, 19, 1229, 37
zy4g, 2026-03-17T19:16:47Z, 320, 16, 5, 8, 3, 27, 8, 48, 15, 221, 69
f4tf, 2026-03-08T19:04:28Z, 689, 98, 14, 28, 4, 74, 11, 115, 17, 374, 54
x8xi, 2026-03-01T20:23:04Z, 1337, 143, 11, 68, 5, 176, 13, 274, 20, 676, 51
t7lv, 2026-03-11T19:13:45Z, 3427, 591, 17, 212, 6, 517, 15, 670, 20, 1437, 42
s4ve, 2026-03-20T19:14:11Z, 8081, 1312, 16, 511, 6, 1052, 13, 1655, 20, 3551, 44
s7zi, 2026-03-18T19:08:09Z, 2586, 363, 14, 110, 4, 256, 10, 524, 20, 1333, 52
u8xl, 2026-03-17T19:15:10Z, 1944, 277, 14, 109, 6, 230, 12, 433, 22, 895, 46
f4hh, 2026-03-01T19:15:42Z, 39, 6, 15, 2, 5, 3, 8, 5, 13, 23, 59
k5du, 2026-03-01T19:28:13Z, 1221, 193, 16, 84, 7, 146, 12, 227, 19, 571, 47
qtek, 2026-03-17T19:08:56Z, 241, 42, 17, 15, 6, 38, 16, 39, 16, 107, 44
w8cg, 2026-03-20T19:12:46Z, 1345, 441, 33, 136, 10, 164, 12, 181, 13, 423, 31
w227, 2026-03-20T19:11:26Z, 3737, 680, 18, 273, 7, 400, 11, 622, 17, 1762, 47
s3kp, 2026-03-20T19:10:26Z, 7392, 800, 11, 328, 4, 733, 10, 1372, 19, 4159, 56
k0lc, 2026-03-12T19:06:14Z, 226, 62, 27, 20, 9, 27, 12, 32, 14, 85, 38
k0pm, 2026-03-01T19:27:41Z, 498, 150, 30, 39, 8, 51, 10, 66, 13, 192, 39
s0wa, 2026-03-20T19:07:54Z, 1537, 84, 5, 25, 2, 81, 5, 198, 13, 1149, 75
y33d, 2026-03-01T20:19:34Z, 95, 10, 11, 9, 9, 9, 9, 17, 18, 50, 53
