rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
tey3, 2025-02-10T19:12:29Z, 699, 41, 6, 19, 3, 62, 9, 103, 15, 474, 68
xw7b, 2025-02-10T19:23:53Z, 10, 0, 0, 0, 0, 1, 10, 2, 20, 7, 70
s3wh, 2025-02-01T19:39:29Z, 218, 53, 24, 11, 5, 26, 12, 50, 23, 78, 36
haa1, 2025-02-10T19:04:28Z, 284, 26, 9, 7, 2, 32, 11, 57, 20, 162, 57
ra54, 2025-02-10T19:06:47Z, 2117, 127, 6, 79, 4, 180, 9, 383, 18, 1348, 64
n2qt, 2025-02-10T19:04:46Z, 301, 27, 9, 21, 7, 21, 7, 46, 15, 186, 62
q5du, 2025-02-08T19:08:51Z, 170, 48, 28, 9, 5, 26, 15, 25, 15, 62, 36
wy5x, 2025-02-10T19:24:29Z, 27, 7, 26, 3, 11, 5, 19, 2, 7, 10, 37
w8cg, 2025-02-10T19:23:58Z, 1024, 304, 30, 103, 10, 129, 13, 153, 15, 335, 33
m371, 2025-02-10T19:04:50Z, 64, 24, 38, 4, 6, 6, 9, 3, 5, 27, 42
s2ti, 2025-02-10T19:16:13Z, 4409, 387, 9, 206, 5, 486, 11, 956, 22, 2374, 54
ba49, 2025-02-01T19:01:33Z, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
w1v1, 2025-02-03T19:24:38Z, 273, 16, 6, 3, 1, 17, 6, 33, 12, 204, 75
reaq, 2025-02-01T19:34:11Z, 214, 40, 19, 8, 4, 38, 18, 42, 20, 86, 40
sqhd, 2025-02-10T19:18:27Z, 537, 74, 14, 33, 6, 66, 12, 112, 21, 252, 47
ps7w, 2025-02-10T19:06:47Z, 3804, 143, 4, 83, 2, 267, 7, 570, 15, 2741, 72
jymf, 2025-02-01T19:21:05Z, 16, 5, 31, 0, 0, 3, 19, 3, 19, 5, 31
nc8g, 2025-02-10T19:10:40Z, 187, 21, 11, 12, 6, 20, 11, 21, 11, 113, 60
u2rc, 2025-02-10T19:20:35Z, 927, 111, 12, 49, 5, 94, 10, 151, 16, 522, 56
bcjg, 2025-02-01T19:03:26Z, 5, 1, 20, 0, 0, 0, 0, 0, 0, 4, 80
x4mi, None, 0, TypeError('cannot unpack non-iterable NoneType object')
g3hv, 2025-02-03T19:04:20Z, 343, 96, 28, 28, 8, 52, 15, 50, 15, 117, 34
p945, 2025-02-10T19:10:55Z, 171, 16, 9, 8, 5, 10, 6, 36, 21, 101, 59
pojr, 2025-02-10T19:10:03Z, 3767, 301, 8, 163, 4, 374, 10, 804, 21, 2125, 56
t2ul, 2025-02-10T19:16:21Z, 5278, 845, 16, 373, 7, 777, 15, 1084, 21, 2199, 42
ejzc, 2025-02-01T19:08:13Z, 383, 54, 14, 17, 4, 54, 14, 84, 22, 174, 45
pwi1, 2025-02-10T19:07:06Z, 948, 93, 10, 48, 5, 125, 13, 172, 18, 510, 54
s9de, 2025-02-08T19:19:28Z, 1048, 157, 15, 42, 4, 128, 12, 222, 21, 499, 48
hdr3, 2025-02-05T19:02:59Z, 22, 6, 27, 2, 9, 3, 14, 2, 9, 9, 41
lyun, 2025-02-01T19:26:22Z, 55, 17, 31, 4, 7, 3, 5, 14, 25, 17, 31
m92a, 2025-02-01T19:26:34Z, 568, 249, 44, 58, 10, 60, 11, 57, 10, 144, 25
v2vg, 2025-02-10T19:24:22Z, 1817, 182, 10, 94, 5, 163, 9, 300, 17, 1078, 59
nsan, 2025-02-08T19:06:18Z, 1093, 80, 7, 32, 3, 73, 7, 179, 16, 729, 67
pgpv, 2025-02-01T19:41:11Z, 72, 12, 17, 7, 10, 9, 13, 11, 15, 33, 46
v83g, 2025-02-10T19:23:35Z, 141, 13, 9, 5, 4, 8, 6, 21, 15, 94, 67
ig7k, 2025-02-01T19:17:27Z, 13, 2, 15, 2, 15, 4, 31, 2, 15, 3, 23
qk62, 2025-02-08T19:08:33Z, 188, 51, 27, 12, 6, 20, 11, 28, 15, 77, 41
s7jm, 2025-02-08T19:10:03Z, 693, 114, 16, 42, 6, 104, 15, 138, 20, 295, 43
k9of, 2025-02-10T19:03:47Z, 2051, 449, 22, 150, 7, 252, 12, 309, 15, 891, 43
jhdc, 2025-02-09T19:04:04Z, 634, 56, 9, 23, 4, 56, 9, 90, 14, 409, 65
f4hh, 2025-02-02T19:03:39Z, 15, 1, 7, 0, 0, 1, 7, 3, 20, 10, 67
a2ni, 2025-02-10T19:00:11Z, 64, 5, 8, 2, 3, 5, 8, 5, 8, 47, 73
wils, 2025-02-01T20:09:58Z, 193, 33, 17, 11, 6, 24, 12, 38, 20, 87, 45
t1bc, 2025-02-10T19:09:09Z, 7765, 640, 8, 272, 4, 622, 8, 1399, 18, 4832, 62
u9uk, 2025-02-10T19:19:22Z, 1960, 180, 9, 77, 4, 223, 11, 461, 24, 1019, 52
r7h7, 2025-02-01T19:35:35Z, 33, 5, 15, 3, 9, 2, 6, 3, 9, 20, 61
k0fy, 2025-02-04T19:05:03Z, 270, 9, 3, 13, 5, 13, 5, 49, 18, 186, 69
oy0s, 2025-02-10T19:08:52Z, 162, 26, 16, 11, 7, 22, 14, 29, 18, 74, 46
s8ea, 2025-02-06T19:14:51Z, 1772, 115, 6, 54, 3, 150, 8, 291, 16, 1162, 66
mkb6, 2025-02-10T19:05:51Z, 1513, 223, 15, 112, 7, 217, 14, 333, 22, 628, 42
