rest, updated, total, count1, pc1, count2, pc2, count3, pc3, count4, pc4, count5, pc5
s3qa, 2025-04-07T19:10:05Z, 6189, 445, 7, 213, 3, 531, 9, 1077, 17, 3923, 63
s8dn, 2025-04-07T19:12:06Z, 1832, 320, 17, 149, 8, 218, 12, 366, 20, 779, 43
filb, 2025-04-01T19:11:48Z, 163, 9, 6, 4, 2, 17, 10, 33, 20, 100, 61
btyr, 2025-04-04T19:00:46Z, 20, 1, 5, 2, 10, 2, 10, 3, 15, 12, 60
s4ve, 2025-04-07T19:13:29Z, 7390, 1126, 15, 460, 6, 962, 13, 1553, 21, 3289, 45
d3o8, 2025-04-07T19:01:41Z, 390, 115, 29, 47, 12, 38, 10, 61, 16, 129, 33
lh6q, 2025-04-07T19:05:06Z, 497, 38, 8, 17, 3, 47, 9, 74, 15, 321, 65
k5ww, 2025-04-07T19:05:15Z, 728, 191, 26, 65, 9, 100, 14, 116, 16, 256, 35
h0ow, 2025-04-07T19:05:42Z, 358, 42, 12, 12, 3, 27, 8, 57, 16, 220, 61
uvpm, 2025-04-01T20:00:41Z, 74, 3, 4, 3, 4, 5, 7, 16, 22, 47, 64
cqb1, 2025-04-01T19:05:02Z, 24, 6, 25, 4, 17, 1, 4, 1, 4, 12, 50
pz6t, 2025-04-07T19:08:51Z, 3934, 373, 9, 176, 4, 361, 9, 680, 17, 2344, 60
x6wl, 2025-04-01T20:10:48Z, 1101, 276, 25, 110, 10, 170, 15, 170, 15, 375, 34
u4nd, 2025-04-07T19:18:09Z, 615, 55, 9, 31, 5, 80, 13, 133, 22, 316, 51
m92a, 2025-04-01T19:25:19Z, 569, 249, 44, 59, 10, 60, 11, 57, 10, 144, 25
f7c4, 2025-04-01T19:11:33Z, 3, 2, 67, 0, 0, 0, 0, 1, 33, 0, 0
s2yh, 2025-04-07T19:20:07Z, 12794, 1367, 11, 552, 4, 1304, 10, 2491, 19, 7080, 55
luzf, 2025-04-01T19:21:55Z, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 100
s3ny, 2025-04-07T19:19:17Z, 1287, 117, 9, 39, 3, 103, 8, 179, 14, 849, 66
eome, 2025-04-07T19:02:02Z, 118, 11, 9, 2, 2, 8, 7, 12, 10, 85, 72
u0fu, 2025-04-07T19:22:58Z, 1167, 115, 10, 62, 5, 121, 10, 246, 21, 623, 53
f4hh, 2025-04-07T19:04:57Z, 19, 1, 5, 0, 0, 1, 5, 3, 16, 14, 74
k0pm, 2025-04-01T19:18:49Z, 454, 136, 30, 37, 8, 47, 10, 61, 13, 173, 38
s3et, 2025-04-07T19:11:54Z, 1722, 255, 15, 106, 6, 201, 12, 296, 17, 864, 50
xgcz, 2025-04-07T19:26:31Z, 1998, 151, 8, 81, 4, 173, 9, 368, 18, 1225, 61
x3aw, 2025-04-07T19:26:01Z, 126, 18, 14, 14, 11, 22, 17, 19, 15, 53, 42
s7zv, 2025-04-07T19:12:02Z, 7540, 1036, 14, 492, 7, 932, 12, 1595, 21, 3485, 46
suyc, 2025-04-07T19:14:35Z, 814, 140, 17, 67, 8, 104, 13, 150, 18, 353, 43
l8ae, 2025-04-01T19:22:39Z, 9, 3, 33, 2, 22, 0, 0, 2, 22, 2, 22
rtxb, 2025-04-01T19:37:49Z, 184, 41, 22, 13, 7, 24, 13, 29, 16, 77, 42
s4lt, 2025-04-07T19:11:05Z, 4773, 385, 8, 227, 5, 497, 10, 977, 20, 2687, 56
qjga, 2025-04-07T19:14:27Z, 1181, 70, 6, 32, 3, 109, 9, 223, 19, 747, 63
n7us, 2025-04-01T19:25:11Z, 698, 55, 8, 28, 4, 85, 12, 139, 20, 391, 56
s2rx, 2025-04-03T19:09:35Z, 3128, 357, 11, 172, 6, 396, 13, 665, 21, 1538, 49
u4zo, 2025-04-02T19:17:07Z, 1449, 119, 8, 49, 3, 127, 9, 263, 18, 891, 61
s6ua, 2025-04-07T19:20:09Z, 6068, 454, 7, 217, 4, 492, 8, 1100, 18, 3805, 63
zy4g, 2025-04-07T19:26:27Z, 88, 7, 8, 2, 2, 8, 9, 16, 18, 55, 63
rqek, 2025-04-01T19:36:53Z, 77, 15, 19, 7, 9, 5, 6, 11, 14, 39, 51
s5vb, 2025-04-07T19:11:09Z, 5822, 451, 8, 257, 4, 678, 12, 1212, 21, 3224, 55
s2ti, 2025-04-07T19:07:51Z, 4580, 407, 9, 212, 5, 496, 11, 980, 21, 2485, 54
t5rz, 2025-04-07T19:18:51Z, 14894, 908, 6, 442, 3, 1205, 8, 2870, 19, 9469, 64
mm4y, 2025-04-07T19:07:30Z, 2252, 363, 16, 138, 6, 241, 11, 304, 14, 1206, 54
f4tf, 2025-04-01T19:11:33Z, 611, 89, 15, 26, 4, 67, 11, 97, 16, 332, 54
mkb6, 2025-04-05T19:06:41Z, 1542, 229, 15, 114, 7, 220, 14, 339, 22, 640, 42
reaq, 2025-04-04T19:15:49Z, 222, 41, 18, 8, 4, 38, 17, 43, 19, 92, 41
fzqa, 2025-04-01T19:11:06Z, 104, 16, 15, 2, 2, 14, 13, 18, 17, 54, 52
g3hv, 2025-04-04T19:06:04Z, 349, 98, 28, 28, 8, 53, 15, 51, 15, 119, 34
ph2k, 2025-04-01T19:43:46Z, 240, 48, 20, 25, 10, 42, 18, 40, 17, 85, 35
oksi, 2025-04-07T19:07:35Z, 1804, 259, 14, 107, 6, 164, 9, 318, 18, 956, 53
z614, 2025-04-07T19:25:35Z, 3164, 320, 10, 122, 4, 260, 8, 609, 19, 1853, 59
